year,Zip,City,State,orders,revenue
2020,629001,Kanyakumari,Tamil Nadu,1,1400.0
2020,629004,Kanyakumari,Tamil Nadu,1,1800.0
2020,629165,Kanyakumari,Tamil Nadu,1,1400.0
2020,629802,Kanyakumari,Tamil Nadu,1,1200.0
2020,630561,Sivaganga,Tamil Nadu,2,3600.0
2020,630611,Sivaganga,Tamil Nadu,1,1200.0
2020,631001,Vellore,Tamil Nadu,2,2600.0
2020,631002,Vellore,Tamil Nadu,2,3600.0
2020,631209,Tiruvallur,Tamil Nadu,1,1200.0
2020,631502,Kanchipuram,Tamil Nadu,1,1200.0
2020,632006,Vellore,Tamil Nadu,1,1800.0
2020,632007,Vellore,Tamil Nadu,1,1200.0
2020,632012,Vellore,Tamil Nadu,1,1200.0
2020,632014,Vellore,Tamil Nadu,2,2400.0
2020,632102,Vellore,Tamil Nadu,1,1800.0
2020,632519,Vellore,Tamil Nadu,1,1800.0
2020,635307,Krishnagiri,Tamil Nadu,1,1800.0
2020,635751,Vellore,Tamil Nadu,1,1800.0
2020,635752,Vellore,Tamil Nadu,1,1800.0
2020,635810,Vellore,Tamil Nadu,1,1800.0
2020,635851,Vellore,Tamil Nadu,1,1800.0
2020,636001,Salem,Tamil Nadu,1,1800.0
2020,636005,Salem,Tamil Nadu,1,1800.0
2020,636007,Salem,Tamil Nadu,3,5290.0
2020,636009,Salem,Tamil Nadu,1,1200.0
2020,636102,Salem,Tamil Nadu,1,1400.0
2020,636201,Salem,Tamil Nadu,1,1200.0
2020,636404,Salem,Tamil Nadu,1,1200.0
2020,636705,Dharmapuri,Tamil Nadu,2,3200.0
2020,637001,Namakkal,Tamil Nadu,3,3000.0
2020,637211,Namakkal,Tamil Nadu,2,2800.0
2020,637301,Salem,Tamil Nadu,1,1800.0
2020,637408,Namakkal,Tamil Nadu,1,1800.0
2020,638001,Erode,Tamil Nadu,2,3200.0
2020,638003,Erode,Tamil Nadu,2,2600.0
2020,638009,Erode,Tamil Nadu,1,1800.0
2020,638052,Erode,Tamil Nadu,1,1800.0
2020,638316,Erode,Tamil Nadu,2,2400.0
2020,638673,Erode,Tamil Nadu,1,1400.0
2020,638701,Erode,Tamil Nadu,1,1800.0
2020,639202,Erode,Tamil Nadu,1,1200.0
2020,641002,Coimbatore,Tamil Nadu,2,3200.0
2020,641004,Coimbatore,Tamil Nadu,4,7290.0
2020,641005,Coimbatore,Tamil Nadu,1,1200.0
2020,641009,Coimbatore,Tamil Nadu,1,1200.0
2020,641011,Coimbatore,Tamil Nadu,2,4100.0
2020,641014,Coimbatore,Tamil Nadu,2,2600.0
2020,641015,Coimbatore,Tamil Nadu,1,1200.0
2020,641018,Coimbatore,Tamil Nadu,1,1800.0
2020,641019,Coimbatore,Tamil Nadu,2,4100.0
2020,641021,Coimbatore,Tamil Nadu,1,1200.0
2020,641022,Coimbatore,Tamil Nadu,1,1800.0
2020,641025,Coimbatore,Tamil Nadu,1,1800.0
2020,641035,Coimbatore,Tamil Nadu,2,3600.0
2020,641036,Coimbatore,Tamil Nadu,1,1400.0
2020,641039,Coimbatore,Tamil Nadu,2,2800.0
2020,641045,Coimbatore,Tamil Nadu,1,1200.0
2020,641062,Coimbatore,Tamil Nadu,1,1400.0
2020,641103,Coimbatore,Tamil Nadu,1,1800.0
2020,641105,Coimbatore,Tamil Nadu,1,1400.0
2020,641302,Coimbatore,Tamil Nadu,1,1800.0
2020,641601,Coimbatore,Tamil Nadu,2,2900.0
2020,641602,Coimbatore,Tamil Nadu,1,1800.0
2020,641604,Coimbatore,Tamil Nadu,2,3200.0
2020,641658,Coimbatore,Tamil Nadu,1,1200.0
2020,642002,Coimbatore,Tamil Nadu,1,1800.0
2020,642128,Coimbatore,Tamil Nadu,1,1900.0
2020,643001,Nilgiris,Tamil Nadu,3,3100.0
2020,643002,Nilgiris,Tamil Nadu,1,1800.0
2020,643231,Nilgiris,Tamil Nadu,3,4700.0
2020,670001,Kannur,Kerala,2,3300.0
2020,670005,Kannur,Kerala,1,1800.0
2020,670009,Kannur,Kerala,1,1800.0
2020,670011,Kannur,Kerala,1,1200.0
2020,670103,Kannur,Kerala,1,1800.0
2020,670301,Kannur,Kerala,1,1200.0
2020,670307,Kannur,Kerala,1,0.0
2020,670309,Kannur,Kerala,1,1800.0
2020,670571,Kannur,Kerala,2,3200.0
2020,670591,Kannur,Kerala,1,1800.0
2020,670646,Wayanad,Kerala,1,1400.0
2020,670702,Kannur,Kerala,1,1990.0
2020,670704,Kannur,Kerala,1,1200.0
2020,670741,Kannur,Kerala,1,1200.0
2020,671314,Kasargod,Kerala,1,1200.0
2020,671321,Kasargod,Kerala,1,1400.0
2020,671323,Kasargod,Kerala,1,1200.0
2020,671541,Kasargod,Kerala,1,1800.0
2020,673004,Kozhikode,Kerala,1,1200.0
2020,673005,Kozhikode,Kerala,1,1900.0
2020,673006,Kozhikode,Kerala,1,1200.0
2020,673008,Kozhikode,Kerala,1,1200.0
2020,673010,Kozhikode,Kerala,1,1400.0
2020,673014,Kozhikode,Kerala,2,2400.0
2020,673017,Kozhikode,Kerala,1,1200.0
2020,673122,Wayanad,Kerala,1,1800.0
2020,673313,Kannur,Kerala,1,1800.0
2020,673601,Kozhikode,Kerala,1,1200.0
2020,673641,Malappuram,Kerala,1,1800.0
2020,676503,Malappuram,Kerala,1,1800.0
2020,678001,Palakkad,Kerala,1,1200.0
2020,678007,Palakkad,Kerala,1,1800.0
2020,678013,Palakkad,Kerala,1,1800.0
2020,678621,Palakkad,Kerala,1,1800.0
2020,678683,Palakkad,Kerala,1,1800.0
2020,680002,Thrissur,Kerala,1,1990.0
2020,680003,Thrissur,Kerala,1,1200.0
2020,680005,Thrissur,Kerala,2,601.0
2020,680011,Thrissur,Kerala,1,1200.0
2020,680101,Thrissur,Kerala,1,1900.0
2020,680125,Thrissur,Kerala,1,1200.0
2020,680305,Thrissur,Kerala,1,1800.0
2020,680307,Thrissur,Kerala,1,1200.0
2020,680506,Thrissur,Kerala,1,1200.0
2020,680541,Thrissur,Kerala,1,1800.0
2020,680551,Thrissur,Kerala,1,1400.0
2020,680566,Thrissur,Kerala,1,1400.0
2020,680618,Thrissur,Kerala,1,1800.0
2020,680668,Thrissur,Kerala,1,1500.0
2020,680681,Thrissur,Kerala,1,1200.0
2020,680688,Thrissur,Kerala,1,1800.0
2020,680734,Thrissur,Kerala,1,1800.0
2020,682005,Ernakulam,Kerala,1,1800.0
2020,682006,Ernakulam,Kerala,1,1800.0
2020,682011,Ernakulam,Kerala,2,3790.0
2020,682012,Ernakulam,Kerala,1,1800.0
2020,682013,Ernakulam,Kerala,1,1200.0
2020,682016,Ernakulam,Kerala,1,1400.0
2020,682018,Ernakulam,Kerala,1,1800.0
2020,682019,Ernakulam,Kerala,1,1900.0
2020,682020,Ernakulam,Kerala,2,3600.0
2020,682021,Ernakulam,Kerala,2,3000.0
2020,682022,Ernakulam,Kerala,1,1200.0
2020,682024,Ernakulam,Kerala,3,5400.0
2020,682025,Ernakulam,Kerala,1,1800.0
2020,682028,Ernakulam,Kerala,4,6700.0
2020,682030,Ernakulam,Kerala,2,3000.0
2020,682034,Ernakulam,Kerala,1,1900.0
2020,682037,Ernakulam,Kerala,1,1400.0
2020,682301,Ernakulam,Kerala,1,1200.0
2020,682304,Ernakulam,Kerala,2,3000.0
2020,682306,Ernakulam,Kerala,1,1400.0
2020,682309,Ernakulam,Kerala,1,1200.0
2020,682311,Ernakulam,Kerala,1,1900.0
2020,682317,Ernakulam,Kerala,1,1800.0
2020,682506,Ernakulam,Kerala,1,1200.0
2020,682507,Ernakulam,Kerala,1,1800.0
2020,683105,Ernakulam,Kerala,2,2800.0
2020,683106,Ernakulam,Kerala,1,1900.0
2020,683112,Ernakulam,Kerala,1,1200.0
2020,683501,Ernakulam,Kerala,1,1200.0
2020,683513,Ernakulam,Kerala,2,3000.0
2020,683544,Ernakulam,Kerala,1,1800.0
2020,683572,Ernakulam,Kerala,2,3600.0
2020,683574,Ernakulam,Kerala,2,3000.0
2020,685531,Idukki,Kerala,1,1200.0
2020,685551,Idukki,Kerala,1,1800.0
2020,685563,Idukki,Kerala,1,1800.0
2020,685612,Idukki,Kerala,1,1800.0
2020,686001,Kottayam,Kerala,2,2600.0
2020,686102,Kottayam,Kerala,1,1200.0
2020,686104,Kottayam,Kerala,2,3000.0
2020,686464,Thiruvananthapuram,Kerala,2,2800.0
2020,686587,Kottayam,Kerala,1,1800.0
2020,686631,Kottayam,Kerala,1,1400.0
2020,686668,Ernakulam,Kerala,1,1400.0
2020,688003,Alappuzha,Kerala,1,1200.0
2020,688009,Alappuzha,Kerala,1,1800.0
2020,688012,Alappuzha,Kerala,1,1990.0
2020,688013,Alappuzha,Kerala,1,1200.0
2020,688014,Alappuzha,Kerala,1,1400.0
2020,689101,Pathanamthitta,Kerala,1,1800.0
2020,689126,Alappuzha,Kerala,1,1800.0
2020,689501,Pathanamthitta,Kerala,1,1800.0
2020,689507,Pathanamthitta,Kerala,1,1400.0
2020,689514,Pathanamthitta,Kerala,1,1400.0
2020,689661,Pathanamthitta,Kerala,1,1200.0
2020,689662,Pathanamthitta,Kerala,1,1200.0
2020,689677,Pathanamthitta,Kerala,1,1200.0
2020,689694,Pathanamthitta,Kerala,1,1800.0
2020,690101,Alappuzha,Kerala,1,1200.0
2020,690105,Alappuzha,Kerala,1,1800.0
2020,690108,Alappuzha,Kerala,1,1200.0
2020,690501,Alappuzha,Kerala,1,1200.0
2020,690507,Alappuzha,Kerala,1,1200.0
2020,690511,Alappuzha,Kerala,1,1800.0
2020,690516,Alappuzha,Kerala,1,1800.0
2020,690517,Alappuzha,Kerala,1,1200.0
2020,690523,Kollam,Kerala,1,1400.0
2020,690531,Alappuzha,Kerala,1,1200.0
2020,690537,Alappuzha,Kerala,1,1800.0
2020,690547,Alappuzha,Kerala,1,1800.0
2020,690558,Alappuzha,Kerala,1,1400.0
2020,690572,Alappuzha,Kerala,2,3600.0
2020,691001,Kollam,Kerala,2,3000.0
2020,691003,Kollam,Kerala,1,1800.0
2020,691005,Kollam,Kerala,1,1800.0
2020,691010,Kollam,Kerala,1,1200.0
2020,691020,Kollam,Kerala,1,1800.0
2020,691307,Kollam,Kerala,1,1200.0
2020,691331,Kollam,Kerala,1,1400.0
2020,691333,Kollam,Kerala,1,1700.0
2020,691501,Kollam,Kerala,1,1800.0
2020,691508,Kollam,Kerala,1,1990.0
2020,691509,Kollam,Kerala,1,1200.0
2020,691523,Pathanamthitta,Kerala,1,1200.0
2020,691534,Kollam,Kerala,1,1400.0
2020,691556,Pathanamthitta,Kerala,1,1800.0
2020,691560,Kollam,Kerala,1,1400.0
2020,691577,Kollam,Kerala,1,1800.0
2020,691578,Kollam,Kerala,1,1400.0
2020,691579,Kollam,Kerala,1,1800.0
2020,691581,Kollam,Kerala,1,1800.0
2020,691583,Kollam,Kerala,1,1400.0
2020,695002,Thiruvananthapuram,Kerala,3,3800.0
2020,695003,Thiruvananthapuram,Kerala,2,3000.0
2020,695005,Thiruvananthapuram,Kerala,1,1200.0
2020,695009,Thiruvananthapuram,Kerala,1,1990.0
2020,695011,Thiruvananthapuram,Kerala,2,3000.0
2020,695013,Thiruvananthapuram,Kerala,2,3000.0
2020,695015,Thiruvananthapuram,Kerala,3,4400.0
2020,695023,Thiruvananthapuram,Kerala,1,1990.0
2020,695025,Thiruvananthapuram,Kerala,1,1200.0
2020,695030,Thiruvananthapuram,Kerala,1,1200.0
2020,695033,Thiruvananthapuram,Kerala,1,1200.0
2020,695035,Thiruvananthapuram,Kerala,1,1800.0
2020,695121,Thiruvananthapuram,Kerala,2,3600.0
2020,695122,Thiruvananthapuram,Kerala,1,1800.0
2020,695141,Thiruvananthapuram,Kerala,1,1800.0
2020,695316,Thiruvananthapuram,Kerala,1,1800.0
2020,695317,Thiruvananthapuram,Kerala,1,1200.0
2020,695501,Thiruvananthapuram,Kerala,1,1800.0
2020,695551,Thiruvananthapuram,Kerala,1,1200.0
2020,695563,Thiruvananthapuram,Kerala,2,2800.0
2020,695564,Thiruvananthapuram,Kerala,1,1200.0
2020,695581,Thiruvananthapuram,Kerala,1,1800.0
2020,695585,Thiruvananthapuram,Kerala,1,1200.0
2020,696012,Thiruvananthapuram,Kerala,1,1800.0
2020,698108,Thiruvananthapuram,Kerala,1,1200.0
2020,700001,Kolkata,West Bengal,1,1990.0
2020,700002,Kolkata,West Bengal,1,1400.0
2020,700005,Kolkata,West Bengal,2,3200.0
2020,700006,Kolkata,West Bengal,2,3100.0
2020,700007,Kolkata,West Bengal,2,3200.0
2020,700008,Kolkata,West Bengal,3,4800.0
2020,700012,Kolkata,West Bengal,1,1800.0
2020,700013,Kolkata,West Bengal,1,1400.0
2020,700014,Kolkata,West Bengal,3,4500.0
2020,700015,Kolkata,West Bengal,3,4400.0
2020,700016,Kolkata,West Bengal,4,5800.0
2020,700017,Kolkata,West Bengal,3,5000.0
2020,700019,Kolkata,West Bengal,3,5100.0
2020,700020,Kolkata,West Bengal,5,7990.0
2020,700023,Kolkata,West Bengal,5,7600.0
2020,700024,Kolkata,West Bengal,2,2600.0
2020,700025,Kolkata,West Bengal,2,3000.0
2020,700026,Kolkata,West Bengal,7,8600.0
2020,700027,Kolkata,West Bengal,6,8200.0
2020,700028,Kolkata,West Bengal,6,9100.0
2020,700029,Kolkata,West Bengal,3,5400.0
2020,700030,Kolkata,West Bengal,3,4200.0
2020,700031,Kolkata,West Bengal,2,2400.0
2020,700032,Kolkata,West Bengal,3,4900.0
2020,700033,Kolkata,West Bengal,2,2400.0
2020,700034,Kolkata,West Bengal,3,4400.0
2020,700035,Kolkata,West Bengal,1,1800.0
2020,700036,Kolkata,West Bengal,1,1800.0
2020,700037,Kolkata,West Bengal,2,3200.0
2020,700038,Kolkata,West Bengal,2,3600.0
2020,700039,South 24 Parganas,West Bengal,10,16290.0
2020,700040,Kolkata,West Bengal,4,5400.0
2020,700041,Kolkata,West Bengal,1,1800.0
2020,700045,Kolkata,West Bengal,1,1200.0
2020,700046,Kolkata,West Bengal,4,7300.0
2020,700047,Kolkata,West Bengal,2,2600.0
2020,700048,North 24 Parganas,West Bengal,2,3000.0
2020,700049,North 24 Parganas,West Bengal,1,1800.0
2020,700050,Kolkata,West Bengal,1,1200.0
2020,700051,North 24 Parganas,West Bengal,5,8000.0
2020,700052,Kolkata,West Bengal,6,9000.0
2020,700053,Kolkata,West Bengal,1,1200.0
2020,700054,Kolkata,West Bengal,5,8200.0
2020,700056,North 24 Parganas,West Bengal,3,5200.0
2020,700057,North 24 Parganas,West Bengal,2,3000.0
2020,700058,North 24 Parganas,West Bengal,6,9800.0
2020,700059,North 24 Parganas,West Bengal,9,13000.0
2020,700060,Kolkata,West Bengal,5,7100.0
2020,700061,Kolkata,West Bengal,2,3190.0
2020,700063,Kolkata,West Bengal,3,4990.0
2020,700064,North 24 Parganas,West Bengal,4,7050.0
2020,700066,Kolkata,West Bengal,1,1800.0
2020,700067,Kolkata,West Bengal,2,2600.0
2020,700068,Kolkata,West Bengal,6,8490.0
2020,700070,South 24 Parganas,West Bengal,1,1900.0
2020,700071,Kolkata,West Bengal,1,1200.0
2020,700073,Kolkata,West Bengal,1,1990.0
2020,700074,Kolkata,West Bengal,1,1200.0
2020,700075,Kolkata,West Bengal,4,6400.0
2020,700076,North 24 Parganas,West Bengal,1,1200.0
2020,700077,Kolkata,West Bengal,1,1200.0
2020,700078,Kolkata,West Bengal,5,8000.0
2020,700079,North 24 Parganas,West Bengal,2,2400.0
2020,700082,Kolkata,West Bengal,1,1800.0
2020,700083,North 24 Parganas,West Bengal,1,1600.0
2020,700084,South 24 Parganas,West Bengal,7,10600.0
2020,700086,Kolkata,West Bengal,4,6100.0
2020,700087,Kolkata,West Bengal,1,1200.0
2020,700088,Kolkata,West Bengal,1,1800.0
2020,700089,North 24 Parganas,West Bengal,1,1800.0
2020,700091,North 24 Parganas,West Bengal,3,5000.0
2020,700092,Kolkata,West Bengal,5,8200.0
2020,700094,Kolkata,West Bengal,11,18100.0
2020,700096,South 24 Parganas,West Bengal,1,1200.0
2020,700097,North 24 Parganas,West Bengal,1,2900.0
2020,700099,Kolkata,West Bengal,3,4200.0
2020,700100,South 24 Parganas,West Bengal,1,1900.0
2020,700101,North 24 Parganas,West Bengal,2,3200.0
2020,700102,North 24 Parganas,West Bengal,3,5400.0
2020,700103,South 24 Parganas,West Bengal,2,2600.0
2020,700104,South 24 Parganas,West Bengal,2,3600.0
2020,700105,North 24 Parganas,West Bengal,1,1800.0
2020,700106,North 24 Parganas,West Bengal,1,1200.0
2020,700107,South 24 Parganas,West Bengal,2,2700.0
2020,700108,Kolkata,West Bengal,1,1400.0
2020,700110,North 24 Parganas,West Bengal,5,7400.0
2020,700111,North 24 Parganas,West Bengal,2,3000.0
2020,700112,North 24 Parganas,West Bengal,1,1200.0
2020,700113,North 24 Parganas,West Bengal,1,1800.0
2020,700115,North 24 Parganas,West Bengal,1,1800.0
2020,700117,North 24 Parganas,West Bengal,1,1800.0
2020,700118,North 24 Parganas,West Bengal,4,6300.0
2020,700119,North 24 Parganas,West Bengal,2,3790.0
2020,700120,North 24 Parganas,West Bengal,4,6400.0
2020,700121,North 24 Parganas,West Bengal,1,1400.0
2020,700122,North 24 Parganas,West Bengal,4,6600.0
2020,700123,North 24 Parganas,West Bengal,1,1200.0
2020,700124,North 24 Parganas,West Bengal,3,4800.0
2020,700125,North 24 Parganas,West Bengal,3,4400.0
2020,700127,North 24 Parganas,West Bengal,2,3600.0
2020,700129,North 24 Parganas,West Bengal,3,5000.0
2020,700131,North 24 Parganas,West Bengal,1,1800.0
2020,700135,North 24 Parganas,West Bengal,5,7500.0
2020,700136,North 24 Parganas,West Bengal,2,3000.0
2020,700137,South 24 Parganas,West Bengal,1,1800.0
2020,700140,South 24 Parganas,West Bengal,1,1800.0
2020,700141,South 24 Parganas,West Bengal,2,3700.0
2020,700144,South 24 Parganas,West Bengal,2,3600.0
2020,700147,South 24 Parganas,West Bengal,1,1900.0
2020,700150,South 24 Parganas,West Bengal,3,4800.0
2020,700152,South 24 Parganas,West Bengal,2,2600.0
2020,700154,South 24 Parganas,West Bengal,1,1800.0
2020,700156,North 24 Parganas,West Bengal,14,19001.0
2020,700157,North 24 Parganas,West Bengal,3,3800.0
2020,701038,Kamrup,Assam,1,1800.0
2020,701120,Papum Pare,Arunachal Pradesh,1,1200.0
2020,703003,East Khasi Hills,Meghalaya,1,1200.0
2020,703004,East Khasi Hills,Meghalaya,1,1200.0
2020,704003,Khamgaon,West Bengal,1,1400.0
2020,707103,Kohima,Nagaland,1,1200.0
2020,707831,Kamrup,Assam,1,1200.0
2020,711101,Howrah,West Bengal,4,5800.0
2020,711102,Howrah,West Bengal,4,5800.0
2020,711103,Howrah,West Bengal,1,1600.0
2020,711104,Howrah,West Bengal,1,1800.0
2020,711106,Howrah,West Bengal,8,14100.0
2020,711114,Howrah,West Bengal,2,3100.0
2020,711202,Howrah,West Bengal,1,1400.0
2020,711203,Howrah,West Bengal,1,1200.0
2020,711204,Howrah,West Bengal,3,4500.0
2020,711205,Howrah,West Bengal,1,1800.0
2020,711206,Howrah,West Bengal,1,1800.0
2020,711226,Howrah,West Bengal,1,1800.0
2020,711302,Howrah,West Bengal,2,3790.0
2020,711303,Howrah,West Bengal,3,4600.0
2020,711304,Howrah,West Bengal,1,1400.0
2020,711316,Howrah,West Bengal,1,1200.0
2020,711403,Howrah,West Bengal,1,1800.0
2020,712101,Hooghly,West Bengal,1,1800.0
2020,712103,Hooghly,West Bengal,1,1200.0
2020,712104,Hooghly,West Bengal,1,1200.0
2020,712123,Hooghly,West Bengal,2,2800.0
2020,712136,Hooghly,West Bengal,2,3000.0
2020,712138,Hooghly,West Bengal,1,1800.0
2020,712148,Hooghly,West Bengal,1,1200.0
2020,712203,Hooghly,West Bengal,2,3000.0
2020,712204,Hooghly,West Bengal,1,1800.0
2020,712222,Hooghly,West Bengal,1,1800.0
2020,712223,Hooghly,West Bengal,1,1800.0
2020,712234,Hooghly,West Bengal,1,1990.0
2020,712245,Hooghly,West Bengal,1,1200.0
2020,712258,Hooghly,West Bengal,1,1400.0
2020,712311,Hooghly,West Bengal,2,3200.0
2020,712410,Purba Bardhaman,West Bengal,1,1800.0
2020,712501,Hooghly,West Bengal,1,1400.0
2020,712502,Hooghly,West Bengal,1,1800.0
2020,712503,Hooghly,West Bengal,2,3600.0
2020,713101,Purba Bardhaman,West Bengal,6,8100.0
2020,713103,Purba Bardhaman,West Bengal,4,5600.0
2020,713104,Purba Bardhaman,West Bengal,1,1800.0
2020,713130,Purba Bardhaman,West Bengal,1,1800.0
2020,713142,Purba Bardhaman,West Bengal,3,3.0
2020,713148,Purba Bardhaman,West Bengal,2,2400.0
2020,713151,Purba Bardhaman,West Bengal,1,1800.0
2020,713166,Purba Bardhaman,West Bengal,1,1800.0
2020,713204,Purba Bardhaman,West Bengal,2,3000.0
2020,713205,Purba Bardhaman,West Bengal,2,3600.0
2020,713208,Paschim Bardhaman,West Bengal,1,1800.0
2020,713210,Purba Bardhaman,West Bengal,1,1800.0
2020,713211,Purba Bardhaman,West Bengal,1,1200.0
2020,713212,Purba Bardhaman,West Bengal,3,4400.0
2020,713213,Purba Bardhaman,West Bengal,5,8200.0
2020,713216,Purba Bardhaman,West Bengal,1,1400.0
2020,713301,Paschim Bardhaman,West Bengal,2,3200.0
2020,713302,Paschim Bardhaman,West Bengal,1,1800.0
2020,713303,Paschim Bardhaman,West Bengal,2,3700.0
2020,713304,Paschim Bardhaman,West Bengal,7,10700.0
2020,713305,Paschim Bardhaman,West Bengal,1,1800.0
2020,713321,Purba Bardhaman,West Bengal,1,1400.0
2020,713324,Paschim Bardhaman,West Bengal,2,3000.0
2020,713331,Paschim Bardhaman,West Bengal,1,1800.0
2020,713333,Paschim Bardhaman,West Bengal,1,1800.0
2020,713334,Paschim Bardhaman,West Bengal,1,1400.0
2020,713335,Paschim Bardhaman,West Bengal,1,1800.0
2020,713337,Purba Bardhaman,West Bengal,15,1814.0
2020,713340,Paschim Bardhaman,West Bengal,1,1200.0
2020,713343,Paschim Bardhaman,West Bengal,2,3200.0
2020,713346,Purba Bardhaman,West Bengal,1,1200.0
2020,713359,Paschim Bardhaman,West Bengal,1,1200.0
2020,713360,Paschim Bardhaman,West Bengal,1,1400.0
2020,713362,Purba Bardhaman,West Bengal,1,1400.0
2020,713363,Purba Bardhaman,West Bengal,1,1400.0
2020,713378,Purba Bardhaman,West Bengal,3,1802.0
2020,713385,Purba Bardhaman,West Bengal,1,1990.0
2020,713420,Purba Bardhaman,West Bengal,1,1400.0
2020,713512,Purba Bardhaman,West Bengal,1,1800.0
2020,721101,West Midnapore,West Bengal,5,8600.0
2020,721102,West Midnapore,West Bengal,2,2400.0
2020,721109,Kolarbazar,Arunachal Pradesh,1,1200.0
2020,721121,West Midnapore,West Bengal,3,5400.0
2020,721122,West Midnapore,West Bengal,2,2.0
2020,721130,West Midnapore,West Bengal,1,1800.0
2020,721145,West Midnapore,West Bengal,1,1400.0
2020,721147,West Midnapore,West Bengal,1,1200.0
2020,721301,West Midnapore,West Bengal,5,7800.0
2020,721302,West Midnapore,West Bengal,2,2400.0
2020,721304,West Midnapore,West Bengal,6,9400.0
2020,721305,West Midnapore,West Bengal,2,3190.0
2020,721306,West Midnapore,West Bengal,2,3000.0
2020,721401,East Midnapore,West Bengal,4,4800.0
2020,721422,East Midnapore,West Bengal,1,1200.0
2020,721423,East Midnapore,West Bengal,2,2600.0
2020,721430,East Midnapore,West Bengal,1,1800.0
2020,721451,West Midnapore,West Bengal,1,1800.0
2020,721506,West Midnapore,West Bengal,1,2900.0
2020,721507,West Midnapore,West Bengal,4,5800.0
2020,721602,East Midnapore,West Bengal,2,3790.0
2020,721607,East Midnapore,West Bengal,1,1800.0
2020,721644,East Midnapore,West Bengal,1,1990.0
2020,721655,East Midnapore,West Bengal,1,1200.0
2020,721657,East Midnapore,West Bengal,1,1400.0
2020,721659,East Midnapore,West Bengal,1,1200.0
2020,722101,Bankura,West Bengal,1,1800.0
2020,722102,Bankura,West Bengal,1,1800.0
2020,722141,Bankura,West Bengal,1,1200.0
2020,722144,Bankura,West Bengal,1,1800.0
2020,722146,Bankura,West Bengal,1,1400.0
2020,722205,Bankura,West Bengal,1,1800.0
2020,723101,Purulia,West Bengal,4,5790.0
2020,723102,Purulia,West Bengal,1,1200.0
2020,723103,Purulia,West Bengal,1,1800.0
2020,723121,Purulia,West Bengal,1,1800.0
2020,723126,Purulia,West Bengal,1,1800.0
2020,723133,Purulia,West Bengal,1,1800.0
2020,723143,Purulia,West Bengal,1,1200.0
2020,723147,Purulia,West Bengal,1,1800.0
2020,723149,Purulia,West Bengal,1,1400.0
2020,723202,Purulia,West Bengal,1,1800.0
2020,726179,Kolkata,West Bengal,1,1800.0
2020,727102,East Sikkim,Sikkim,1,1200.0
2020,729001,Papum Pare,Arunachal Pradesh,1,1200.0
2020,730091,East Khasi Hills,Meghalaya,1,1200.0
2020,731101,Birbhum,West Bengal,3,4200.0
2020,731202,Birbhum,West Bengal,1,1200.0
2020,731204,Birbhum,West Bengal,2,3200.0
2020,731224,Birbhum,West Bengal,1,1960.0
2020,731233,Birbhum,West Bengal,1,1800.0
2020,731235,Birbhum,West Bengal,1,1800.0
2020,731237,Birbhum,West Bengal,2,3600.0
2020,731302,Birbhum,West Bengal,1,1800.0
2020,732101,Malda,West Bengal,3,4198.0
2020,732103,Malda,West Bengal,1,1400.0
2020,732139,Malda,West Bengal,2,3200.0
2020,732201,Malda,West Bengal,1,1200.0
2020,732205,Malda,West Bengal,1,1400.0
2020,733101,South Dinajpur,West Bengal,4,5600.0
2020,733103,South Dinajpur,West Bengal,1,1800.0
2020,733128,North Dinajpur,West Bengal,1,1400.0
2020,733129,North Dinajpur,West Bengal,1,1800.0
2020,733134,North Dinajpur,West Bengal,5,7700.0
2020,733202,North Dinajpur,West Bengal,3,4200.0
2020,733207,North Dinajpur,West Bengal,1,1200.0
2020,734001,Darjiling,West Bengal,31,44581.0
2020,734002,Darjiling,West Bengal,3,4200.0
2020,734003,Darjiling,West Bengal,14,19990.0
2020,734004,Darjiling,West Bengal,4,4391.0
2020,734005,Darjiling,West Bengal,5,7400.0
2020,734006,Jalpaiguri,West Bengal,3,4200.0
2020,734007,Darjiling,West Bengal,1,1400.0
2020,734008,Darjiling,West Bengal,3,4300.0
2020,734009,Darjiling,West Bengal,6,8400.0
2020,734010,Darjiling,West Bengal,2,2600.0
2020,734011,Darjiling,West Bengal,8,11390.0
2020,734012,Darjiling,West Bengal,4,6600.0
2020,734013,Darjiling,West Bengal,3,4900.0
2020,734014,Darjiling,West Bengal,4,7300.0
2020,734015,Jalpaiguri,West Bengal,1,1800.0
2020,734101,Darjiling,West Bengal,24,31200.0
2020,734102,Darjiling,West Bengal,3,4600.0
2020,734104,Darjiling,West Bengal,2,2400.0
2020,734105,Darjiling,West Bengal,1,1900.0
2020,734123,Darjiling,West Bengal,2,2800.0
2020,734201,Darjiling,West Bengal,5,6200.0
2020,734203,Darjiling,West Bengal,10,14100.0
2020,734209,Kolkata,West Bengal,1,1200.0
2020,734215,Darjiling,West Bengal,2,2400.0
2020,734216,Darjiling,West Bengal,1,1200.0
2020,734221,Darjiling,West Bengal,3,4200.0
2020,734222,Darjiling,West Bengal,5,8500.0
2020,734226,Darjiling,West Bengal,2,2860.0
2020,734227,Darjiling,West Bengal,2,2600.0
2020,734301,Kalimpong,West Bengal,21,31700.0
2020,734311,Kalimpong,West Bengal,2,2600.0
2020,734313,Darjiling,West Bengal,2,2400.0
2020,734315,Kalimpong,West Bengal,1,1200.0
2020,734316,Kalimpong,West Bengal,1,1200.0
