pin_int,unique_1cx,total_orders,total_revenue
755020,3,3,11424.0
755022,3,3,6104.0
755023,4,5,7258.1
755024,3,3,8515.0
755025,3,3,5780.0
755026,29,32,64382.05
755027,2,2,2458.2
755028,7,8,18901.0
755032,1,1,3875.0
755036,6,6,12368.0
755043,4,4,6174.0
755044,1,1,299.0
755049,1,1,699.0
755050,10,12,22101.0
755051,1,1,3865.0
755062,2,2,3450.0
756001,149,166,316487.2
756002,20,21,46301.2
756003,21,22,37323.2
756019,31,33,62145.1
756020,5,5,12055.0
756021,1,1,694.1
756022,3,3,2093.1
756023,2,2,6050.0
756024,2,2,5540.0
756025,7,9,14552.0
756026,4,4,13885.0
756027,2,2,5550.0
756028,2,3,4564.0
756029,4,5,4374.0
756030,3,3,4835.0
756032,14,14,25423.0
756033,1,1,1875.0
756034,1,1,0.0
756035,5,5,10684.0
756036,6,6,12224.0
756037,1,1,3600.0
756038,1,1,399.0
756039,2,3,2704.0
756040,10,10,21647.1
756042,6,6,17530.0
756043,4,4,7553.0
756044,1,1,3495.0
756045,28,31,71606.75
756046,3,4,7470.0
756047,8,8,17329.0
756048,9,10,16313.0
756049,1,1,3875.0
756050,1,1,2975.0
756051,1,2,5250.0
756055,3,3,7039.0
756056,17,19,28777.1
756058,2,2,5574.0
756060,1,1,1465.0
756081,3,4,6910.0
756083,1,1,60.0
756084,1,1,5205.0
756085,3,3,6098.0
756100,77,80,133707.6
756101,27,33,73899.0
756110,1,1,4575.0
756111,1,1,1475.0
756112,3,4,8715.0
756113,1,1,3274.0
756114,6,7,20398.0
756115,1,1,1275.0
756116,6,8,12704.0
756117,5,5,7308.0
756118,1,1,2164.0
756120,6,7,13269.0
756121,1,2,3775.0
756122,2,3,8395.0
756123,2,3,2275.0
756124,2,2,2499.0
756125,12,13,25489.0
756126,3,3,6075.0
756127,6,6,14667.1
756129,1,1,1575.0
756130,5,5,14513.0
756131,5,7,8824.0
756132,3,5,8625.0
756133,5,5,13464.1
756134,2,2,3049.0
756135,2,2,5200.0
756137,3,3,6685.0
756138,1,1,1440.0
756139,1,1,1875.0
756163,1,1,1415.0
756164,2,2,2700.0
756168,2,2,2985.0
756171,3,3,4748.0
756181,15,18,45785.0
756182,1,1,5075.0
757001,118,126,251945.5
757002,31,36,64631.25
757003,10,10,13419.83
757016,3,3,2365.0
757018,1,1,1875.0
757019,3,3,5274.0
757020,6,6,11467.0
757022,2,3,5464.2
757024,4,4,14500.0
757025,7,7,14795.0
757026,3,3,6700.0
757028,4,5,6070.0
757029,2,2,3200.0
757030,3,3,5335.0
757031,2,2,3995.0
757032,7,8,15031.5
757033,7,8,11933.0
757034,6,6,12009.0
757035,5,5,6329.0
757036,5,5,16584.0
757037,17,19,35658.0
757038,6,6,18644.2
757039,4,4,10405.0
757040,4,4,7204.0
757041,9,10,20491.0
757042,3,3,5815.0
757043,25,26,45522.0
757045,2,2,3188.0
757046,3,4,9608.1
757047,1,1,1800.0
757048,2,2,4375.0
757049,1,1,1299.0
757050,6,6,8738.1
757051,1,1,1475.0
757052,2,2,4940.0
757053,3,4,6145.0
757054,1,1,874.0
757055,2,2,2960.0
757075,3,3,9875.0
757077,3,3,3749.0
757079,1,1,1074.0
757083,3,3,5665.0
757084,3,3,5840.0
757086,2,2,600.0
757087,2,2,3474.0
757091,2,2,5275.0
757101,2,4,4763.0
757102,2,2,1674.0
757105,2,2,1974.0
757107,8,9,23678.0
758001,95,110,210644.2
758002,18,19,44931.0
758013,16,16,35740.0
758014,3,3,5888.0
758015,4,4,12370.0
758016,2,2,1365.0
758017,3,3,9725.0
758018,3,3,4750.0
758019,6,6,8874.0
758020,9,10,17326.5
758021,5,7,14341.5
758022,4,5,8593.4
758023,1,1,2975.0
758025,4,4,6473.1
758026,3,3,2129.15
758027,4,4,8319.0
758028,6,6,14914.0
758029,4,5,14525.0
758030,4,5,10749.0
758031,10,10,26938.2
758032,4,6,12590.0
758034,44,46,87196.15
758035,54,64,116925.3
758036,3,3,12330.0
758037,3,4,5363.0
758038,9,9,20843.0
758041,15,15,34353.0
758043,2,2,7368.1
758044,5,5,8424.0
758045,5,5,5822.0
758046,9,9,21208.0
758047,6,6,15635.0
758078,1,1,810.0
758080,1,1,3075.0
758081,2,2,5375.0
758082,1,1,2965.0
758083,3,3,3304.0
758084,2,2,2430.0
759001,54,59,123140.15
759013,14,16,31585.0
759014,1,1,2965.0
759015,3,3,3775.0
759016,7,8,13284.0
759017,5,5,12314.0
759018,11,15,25272.0
759019,11,11,23262.2
759020,3,3,3945.0
759021,2,2,5950.0
759022,2,2,6640.0
759023,2,2,7374.0
759024,3,3,3394.15
759025,5,5,5944.2
759026,1,1,1660.0
759027,2,2,0.0
759028,3,3,4889.1
759039,1,1,3874.0
759040,1,1,1475.0
759100,39,42,84257.25
759101,3,3,7139.0
759102,2,2,1774.0
759103,27,29,56448.6
759104,2,3,7150.0
759105,3,3,5999.15
759106,2,2,7469.1
759107,5,6,6830.0
759111,6,8,14374.0
759116,12,14,25407.0
759117,7,7,15945.0
759118,3,3,7649.0
759119,5,5,8455.0
759120,2,2,9449.1
759121,14,16,21927.15
759122,62,70,123902.55
759123,10,10,15434.0
759124,3,3,13380.0
759125,4,4,6430.0
759126,4,4,9029.0
759127,2,2,2840.0
759128,15,16,25544.0
759129,5,5,11630.0
759130,2,2,3850.0
759132,8,8,13949.0
759143,16,17,30936.1
759145,42,47,83625.6
759146,5,5,6714.1
759147,6,9,8858.0
759148,5,6,7574.0
759158,1,1,2900.0
759218,1,1,2975.0
760001,118,125,234605.85
760002,44,51,92105.2
760003,28,34,64477.0
760004,41,47,77292.0
760005,9,11,24445.0
760006,13,15,31680.65
760007,11,18,28194.0
760008,20,20,32779.15
760009,8,8,19198.0
760010,69,78,146412.25
760011,2,3,3950.0
760012,1,1,1869.15
760018,1,1,1865.0
761001,12,14,29036.9
761002,13,16,34893.0
761003,5,5,9239.0
761004,4,4,11974.0
761007,2,2,5360.0
761008,8,10,22937.0
761009,3,4,3814.0
761010,3,3,8185.0
761011,3,4,11515.0
761012,11,12,20573.1
761013,2,2,1463.0
761014,2,2,9050.0
761015,2,2,3670.0
761016,3,3,5098.0
761017,8,8,17464.0
761018,8,8,19405.0
761020,35,38,67440.3
761025,1,1,1875.0
761026,9,9,18101.0
761027,4,5,13925.0
761028,6,7,13828.2
761029,9,10,16394.65
761030,11,12,27888.0
761031,1,1,1800.0
761032,1,1,900.0
761035,2,3,7625.0
761037,1,1,2275.0
761042,2,3,5964.0
761043,1,1,2900.0
761045,8,8,13644.0
761052,8,8,18655.0
761100,9,9,18138.0
761101,2,2,3255.0
761102,14,15,16906.0
761103,1,1,4475.0
761104,11,12,28192.1
761105,19,22,38114.1
761106,1,1,965.0
761107,5,6,9785.6
761108,5,9,16754.0
761109,2,2,4499.0
761110,12,14,34317.0
761111,11,12,25656.1
761114,2,2,4375.0
761115,1,1,2385.0
761117,2,2,1739.0
761118,8,9,15503.0
761119,7,8,17763.0
761120,2,2,6000.0
761121,2,3,4059.0
761122,1,1,900.0
761123,1,1,1099.0
761124,4,5,5509.0
761125,1,1,2400.0
761126,24,27,59753.15
761131,4,5,13013.0
761140,2,3,10550.0
761141,2,2,5175.0
761144,1,2,3262.5
761200,32,33,67469.75
761201,1,1,3475.0
761206,3,3,6560.0
761207,2,2,3339.0
761209,1,1,975.0
761210,1,1,1299.0
761211,4,4,7975.0
761212,1,1,2374.0
761213,2,2,5350.0
761215,1,1,674.0
761217,2,2,2765.0
762001,34,36,72437.0
762010,4,4,7180.0
762012,2,2,3954.1
762013,3,3,4650.0
762014,13,15,27881.8
762016,2,3,4950.0
762017,1,1,800.0
762018,2,3,1575.0
762029,1,1,1600.0
762030,2,2,5260.0
762100,13,14,32035.0
762101,5,5,15245.0
762102,1,1,900.0
762103,13,13,21923.0
762104,1,2,0.0
762105,1,1,1575.0
762106,2,2,3375.0
762107,3,3,6734.0
762112,1,1,3875.0
763001,3,3,3514.0
763002,37,43,89011.1
763003,4,4,8165.0
763004,3,3,4733.2
763008,38,51,68582.1
763081,1,1,800.0
764001,62,67,122761.25
764002,8,9,17983.1
764003,12,12,31967.0
764004,1,1,1875.0
764005,3,3,7215.0
764006,3,3,9540.0
764014,2,2,874.0
764020,61,62,118341.5
764021,3,3,9065.0
764027,1,1,4575.0
764028,2,2,5150.0
764036,35,38,64866.0
764037,6,8,14964.0
764038,3,3,9450.0
764039,1,1,1875.0
764043,4,4,7924.0
764044,13,13,25628.0
764045,33,36,73371.1
764046,4,5,7457.0
764047,13,16,38208.0
764048,11,12,19552.0
764049,2,3,7980.0
764051,6,9,15878.0
764055,3,3,4935.0
764056,14,16,33613.0
764057,1,1,975.0
764058,17,17,41596.1
764059,49,56,97525.6
764070,3,3,5215.0
764071,14,16,27465.0
764072,3,3,11199.0
764073,32,33,72957.3
764074,13,13,27563.0
764075,1,1,1530.0
764076,5,5,11090.0
764077,1,1,764.0
764078,4,5,14010.0
764081,3,3,6440.0
764085,5,5,10729.0
764087,2,2,4395.0
765001,65,70,137642.0
765002,6,7,9525.0
765013,4,4,10088.0
765015,12,13,28711.0
765016,5,6,10984.1
765017,20,21,40556.0
765018,3,3,8408.0
765019,11,11,26314.0
765020,16,17,32991.25
765021,1,1,975.0
765022,22,22,34171.1
765023,2,2,3794.0
765024,2,3,4674.0
765025,3,4,7164.0
765026,5,5,10003.15
765029,2,2,3300.0
766001,85,88,167630.95
766002,13,13,32310.0
766011,6,6,27342.0
766012,19,21,50945.5
766013,2,2,3099.0
766014,24,25,64220.25
766015,11,12,33241.2
766016,2,2,4439.0
766017,3,3,4750.0
766018,7,7,7998.05
766019,6,6,16390.0
766020,3,4,6474.0
766023,4,4,9818.0
766026,4,4,3365.0
766027,10,10,21074.0
766029,2,2,975.0
766031,1,1,764.0
766036,2,2,5450.0
766037,1,1,4375.0
766100,12,14,35750.0
766101,3,3,4324.0
766102,7,8,17699.1
766104,13,14,34685.0
766105,20,23,48582.0
766106,5,5,12469.0
766107,22,23,47826.1
766108,5,5,8645.0
766110,2,2,5440.0
766111,2,2,5285.0
766118,1,2,2475.0
767001,114,123,240883.95
767002,11,11,29019.0
767004,1,1,2975.0
767016,6,6,18015.0
767017,38,40,75772.04
767018,7,9,10370.0
767019,9,9,20980.0
767020,5,5,4704.0
767021,2,2,6975.0
767023,11,11,18803.0
767024,2,2,2450.0
767025,14,15,26987.0
767026,10,12,24340.0
767027,2,2,5750.0
767028,2,3,5265.0
767029,3,3,8165.0
767030,3,3,6715.0
767032,10,10,17648.0
767033,32,35,61245.3
767035,5,6,12849.0
767037,2,2,5110.0
767038,1,1,60.0
767039,8,8,12825.0
767040,5,5,11615.0
767041,2,2,3265.0
767042,1,1,965.0
767048,1,2,2075.0
767062,5,5,13090.0
767065,2,2,4375.0
767067,2,2,6575.0
767068,1,1,1565.0
767070,2,2,3939.0
767112,1,1,1200.0
768001,68,72,144222.2
768002,18,23,47749.0
768003,24,24,43824.0
768004,93,103,190615.15
768005,28,29,56037.0
768006,38,42,91233.45
768016,20,23,39779.0
768017,26,32,58540.0
768018,6,6,12032.0
768019,5,10,11700.0
768020,3,3,6614.0
768025,7,7,10403.0
768026,2,2,3474.0
768027,15,16,39392.0
768028,77,85,190356.2
768029,15,15,38622.0
768030,2,2,6360.0
768032,2,3,5970.0
768033,10,11,25999.7
768034,3,3,8975.0
768035,2,2,1974.0
768036,15,15,27040.1
768037,1,1,1570.0
768038,12,13,25002.0
768039,3,3,5640.0
768040,3,4,6630.0
768042,1,1,0.0
768045,1,1,1860.0
768050,2,3,6375.0
768052,2,2,7370.0
768060,1,1,1200.0
768102,1,2,3725.0
768103,2,2,4775.0
768104,2,2,5905.0
768105,2,2,699.0
768106,7,7,11955.0
768107,2,2,1064.0
768108,16,16,34371.2
768109,8,9,19474.0
768110,7,8,18047.15
768111,3,3,9048.0
768112,2,2,6280.0
768115,1,1,1875.0
768119,3,3,5249.1
768121,1,1,4035.0
768200,11,11,21751.15
768201,87,93,193571.2
768202,34,37,73527.2
768203,29,31,61046.4
768204,14,14,34507.2
768209,1,1,1388.0
768211,17,17,41923.0
768212,16,16,35042.15
768213,2,2,2175.0
768214,1,1,975.0
768215,4,4,10115.0
768216,43,49,87846.15
768217,5,6,10713.0
768218,9,11,17109.3
768219,3,4,12775.0
768220,4,4,9009.0
768221,6,6,10953.0
768222,15,17,32883.0
768224,1,1,2900.0
768225,5,5,12169.0
768226,3,3,3994.0
768227,1,1,2965.0
768228,1,1,2575.0
768233,6,7,12828.0
768234,10,10,21358.1
768601,1,1,5075.0
769001,37,39,87765.0
769002,27,31,57102.75
769003,44,50,80055.2
769004,84,96,163072.25
769005,20,22,47841.0
769006,11,11,16695.0
769007,10,10,23623.15
769008,16,17,37433.0
769009,22,23,53171.3
769010,3,3,7394.0
769011,2,2,5075.0
769012,65,68,141920.2
769013,5,6,11824.0
769014,36,37,73025.1
769015,54,55,98704.35
769016,7,8,10659.15
769041,2,2,4055.0
769042,24,26,49019.1
769043,11,11,28915.0
770001,56,60,117366.3
770002,13,14,33522.0
770011,4,4,6903.0
770012,3,3,8775.0
770013,1,1,1890.0
770014,3,3,7654.1
770015,3,4,7629.0
770016,14,16,41056.0
770017,63,67,121301.1
770018,6,6,12400.0
770019,2,2,2449.0
770020,10,12,19219.0
770021,2,2,3804.0
770022,1,2,1800.0
770023,1,1,2475.0
770024,1,1,1335.0
770031,9,10,19444.0
770032,19,20,56419.0
770033,13,13,21660.0
770034,10,10,18783.0
770036,7,7,12437.4
770037,7,7,13059.0
770038,11,11,22768.0
770039,10,10,16481.05
770040,7,8,14902.0
770042,1,1,1050.0
770044,2,2,3448.0
770046,4,5,11175.0
770048,10,10,20902.15
770070,5,5,10215.0
770072,1,1,965.0
770073,6,6,7288.0
770075,1,2,2875.0
770076,4,5,5260.0
780006,1,1,1800.0
780041,1,1,2200.0
780128,1,1,1700.0
780129,1,1,3655.0
780131,1,1,1400.0
781001,159,171,307876.29
781002,11,13,15650.0
781003,150,161,259023.4
781004,21,22,40951.0
781005,204,225,391571.75
781006,179,194,314992.25
781007,173,192,299447.35
781008,78,85,140039.1
781009,81,86,159974.13
781010,7,7,13453.0
781011,93,99,180852.5
781012,87,95,156946.75
781013,10,11,22030.15
781014,65,73,132985.3
781015,55,61,131246.35
781016,51,56,106453.3
781017,65,72,151236.4
781018,30,34,53109.55
781019,94,99,169352.2
781020,77,83,130798.4
781021,136,152,281359.8
781022,213,240,405611.0
781023,32,32,53853.1
781024,78,83,132437.25
781025,56,60,118545.4
781026,79,87,130155.7
781027,21,25,54001.35
781028,197,217,359897.5
781029,95,99,207286.1
781030,13,14,26703.15
781031,37,38,76389.0
781032,51,55,106278.1
781033,19,22,48124.0
781034,95,101,185468.05
781035,72,80,144419.0
781036,96,104,191615.6
781037,95,107,189921.8
781038,122,127,209995.75
781039,26,28,38222.0
781040,61,68,140104.2
781101,31,32,59844.1
781102,15,16,26467.05
781103,17,17,43188.15
781104,12,13,20886.1
781120,3,4,9725.0
781121,3,4,10450.0
781122,26,29,66789.2
781123,23,25,54107.0
781124,18,21,43138.05
781125,18,18,32863.0
781126,5,5,12447.0
781127,10,10,25279.0
781128,9,10,21478.0
781129,5,8,8604.0
781131,7,9,11709.0
781132,10,11,25710.0
781133,1,1,764.0
781134,2,2,3440.0
781135,8,8,13371.0
781136,5,5,6589.0
781137,6,8,11799.0
781141,5,5,7040.0
781150,7,7,21049.0
781171,71,73,145781.0
781215,1,1,900.0
781301,46,51,91361.09
781302,5,5,9699.0
781303,4,4,8015.0
781304,5,6,7830.0
781305,3,4,9215.0
781306,3,3,6015.0
781307,3,3,1563.0
781308,5,5,4967.0
781309,11,12,13007.0
781311,3,3,5339.0
781312,4,5,9685.0
781313,19,21,31618.3
781314,14,14,30646.2
781315,68,71,124489.1
781316,18,19,34484.0
781317,27,31,69296.0
781318,15,16,29342.0
781319,14,16,26192.0
781321,1,1,299.0
781322,1,1,1890.0
781325,25,25,44855.05
781326,4,6,6810.0
781327,3,3,4405.0
781328,5,6,10980.0
781329,3,3,7348.0
781330,6,6,11198.0
781334,9,11,28840.0
781335,29,32,61462.0
781337,6,6,16683.0
781338,5,5,6864.0
781339,1,1,2210.0
781340,4,4,8315.0
781341,5,5,6014.0
781343,2,2,4475.0
781344,7,7,10499.0
781346,12,12,27246.1
781347,1,1,4475.0
781348,2,3,7170.0
781349,4,4,15025.0
781350,5,6,16948.0
781351,2,3,5325.0
781352,10,11,25281.0
781353,7,7,16651.0
781354,47,50,100989.0
781355,4,4,10739.0
781360,24,26,44077.0
781364,4,4,6149.0
781365,3,3,8055.0
781366,4,4,8413.0
781367,25,30,61301.25
781368,5,6,11765.0
781369,5,5,11024.0
781371,11,11,27265.0
781372,20,24,40471.0
781373,5,5,7734.0
781374,2,2,4685.0
781375,2,2,2629.0
781376,1,1,2210.0
781377,6,8,10755.0
781378,3,3,6000.0
781380,13,15,34699.0
781381,15,16,30127.0
781382,11,12,23863.0
781717,1,1,3360.0
782001,75,82,160431.2
782002,87,92,155477.1
782003,56,63,121754.4
782005,1,1,1500.0
782010,1,1,2164.0
782024,1,1,1599.0
782101,4,4,4428.1
782102,2,3,6140.0
782103,24,27,55470.3
782104,7,8,12673.0
782105,56,58,107122.65
782106,9,11,21792.0
782120,5,5,8643.0
782121,5,5,5864.0
782122,10,11,18932.1
782123,24,24,42936.0
782124,11,11,27247.3
782125,11,11,18918.0
782126,12,13,25028.15
782127,6,8,15123.0
782135,3,3,6613.0
782136,18,19,33748.0
782137,12,13,25654.0
782138,12,15,25476.35
782139,4,4,8688.0
782140,18,18,36531.1
782141,19,21,49182.1
782142,21,21,49710.0
782143,8,8,18593.0
782144,3,3,5575.0
782401,5,6,10080.0
782402,33,35,67931.0
782403,15,17,32347.0
782410,19,20,38433.1
782411,10,11,16319.0
782412,4,4,8680.0
782413,11,12,25281.35
782425,8,11,24714.0
782426,17,17,35502.1
782427,8,8,14678.0
782428,4,4,7779.0
782429,4,4,3037.0
782435,78,80,144411.25
782439,8,9,9267.0
782440,12,13,30796.0
782441,26,29,61677.0
782442,10,10,27384.0
782445,17,18,32461.0
782446,36,41,81993.35
782447,75,77,146380.1
782448,25,25,44248.0
782450,16,17,36522.0
782460,192,198,355195.0
782461,18,21,37615.1
782462,21,24,45323.0
782470,5,5,7479.0
782480,55,58,96132.2
782481,30,30,51440.0
782482,27,30,60904.2
782485,19,20,30188.0
782486,15,16,24802.1
782490,3,3,4539.0
782492,1,1,975.0
783101,49,52,97594.4
783120,17,17,31401.0
783121,37,39,75100.15
783122,17,17,22646.0
783123,15,16,32092.1
783124,55,57,88120.0
783125,6,9,9720.0
783126,26,31,41537.0
783127,3,3,3414.0
783128,3,3,9024.0
783129,19,19,32034.0
783130,6,6,8644.0
783131,19,19,35707.0
783132,2,2,5685.0
783134,20,24,39347.1
783135,11,11,21278.1
783214,1,1,499.0
783301,37,42,83205.1
783302,1,1,3675.0
783323,5,5,10514.2
783324,17,20,35929.6
783325,8,8,16519.1
783330,9,9,19819.0
783331,34,39,80766.25
783332,3,3,8765.0
783333,4,5,9124.0
783334,12,12,17803.0
783335,12,12,22297.0
783336,6,6,9694.0
783337,10,11,18338.0
783339,4,4,10085.0
783345,15,18,41414.0
783346,14,15,29204.0
783347,14,16,25003.0
783348,31,33,71929.0
783349,4,5,7690.0
783350,5,5,5568.1
783354,1,1,2275.0
783360,38,40,53157.0
783361,4,4,6864.0
783369,12,14,26431.0
783370,195,215,375896.1
783371,16,18,38767.0
783372,18,20,33378.0
783373,10,10,14057.0
783375,10,11,17804.0
783376,5,5,6303.0
783379,1,1,3300.0
783380,123,131,277310.35
783381,31,33,54878.1
783382,8,8,17124.0
783383,5,5,9413.0
783384,31,35,66810.3
783385,42,46,78030.0
783386,1,1,2575.0
783388,8,9,18253.1
783389,5,5,16870.0
783390,66,71,128668.0
783391,9,9,25740.0
783392,11,13,21743.0
783393,22,26,32697.5
783394,18,21,32142.0
784001,193,203,381752.4
784002,1,1,5075.0
784010,3,3,2365.0
784025,2,2,5274.0
784027,10,10,25398.15
784028,19,24,47339.0
784101,15,17,31860.0
784102,5,5,9115.0
784103,14,15,33054.0
784104,23,25,51658.0
784105,10,10,16375.0
784110,38,40,78428.2
784111,4,4,8169.0
784112,5,5,15284.0
784113,9,9,10333.1
784114,11,11,21868.1
784115,15,15,35022.35
784116,9,10,20680.0
784117,11,11,21814.0
784125,86,91,164192.15
784136,1,1,0.0
784144,3,3,6815.0
784145,15,15,29350.0
784146,13,15,35131.0
784147,2,2,3340.0
784148,4,4,7991.0
784149,13,13,31026.2
784150,5,5,8248.0
784153,11,11,22839.3
784154,12,12,22043.0
784160,30,31,67204.0
784161,16,16,39078.0
784163,9,11,17010.0
784164,15,17,33944.0
784165,18,18,25340.0
784166,2,2,2955.0
784167,10,11,20613.0
784168,32,34,74195.0
784169,6,6,7514.0
784170,4,6,9089.0
784171,5,5,9614.0
784172,6,6,14574.0
784173,2,2,1173.0
784174,4,4,11190.0
784175,13,14,26244.0
784176,72,77,168358.1
784177,5,7,16315.0
784178,14,18,32441.0
784179,9,9,14878.0
784180,10,11,21197.0
784181,1,1,1200.0
784182,13,13,25314.2
784184,5,5,5823.0
784185,1,1,699.0
784189,8,9,11950.0
784190,7,7,12449.0
784202,1,1,4299.0
784501,20,22,31472.0
784502,1,1,965.0
784503,1,1,3675.0
784504,1,1,1064.0
784505,32,34,77824.15
784506,32,36,59033.0
784507,18,18,36629.1
784508,15,16,30165.0
784509,83,86,157118.1
784510,14,18,23961.0
784513,7,8,11319.0
784514,8,10,16931.0
784521,23,23,37128.0
784522,12,12,30864.0
784523,8,8,15465.0
784524,4,4,10629.2
784525,14,14,22912.0
784526,22,25,41140.15
784527,4,4,6305.0
784528,4,4,5902.0
784529,10,13,24324.0
785001,206,229,396786.69
785002,3,3,12255.0
785004,25,25,48319.15
785005,16,17,30876.0
785006,27,28,54328.0
785007,11,11,24167.1
785008,26,28,49291.0
785009,3,4,9105.0
785010,4,4,7885.0
785013,11,13,23287.15
785014,9,9,17019.05
785015,4,4,8185.0
785101,8,8,16800.0
785104,21,22,38384.0
785105,15,18,34914.1
785106,4,4,10345.0
785107,7,7,15745.0
785108,4,4,10119.1
785110,3,3,5034.0
785112,17,17,49559.0
785125,1,1,2900.0
785601,35,35,60776.0
785602,20,21,38516.0
785603,8,9,15385.0
785604,1,1,1575.0
785609,11,12,33128.0
785610,2,2,3400.0
785611,6,6,11067.15
785612,50,54,106307.2
785613,6,6,18362.0
785614,35,37,67580.1
785615,3,3,8634.0
785616,6,8,15065.0
785618,6,6,14004.1
785619,5,6,4843.0
785621,95,142,184147.05
785622,8,9,18036.0
785625,6,6,12169.0
785626,2,2,2274.0
785630,24,27,46079.0
785631,10,11,23718.0
785632,9,9,14688.0
785633,8,8,15011.0
785634,51,54,114121.1
785635,17,19,41794.0
785636,5,5,13763.0
785640,131,143,253664.25
785641,1,1,975.0
785643,1,1,1565.0
785646,1,1,1675.0
785660,1,1,1200.0
785661,2,2,5390.0
785662,23,23,47323.35
785663,5,5,15989.0
785664,7,7,14513.0
785665,7,8,19159.0
785666,3,3,6615.0
785667,7,7,8612.0
785669,5,6,5743.0
785670,59,64,122661.2
785671,3,3,6340.0
785672,6,7,8153.1
785673,9,9,15289.0
785674,7,7,15394.0
785675,23,27,36700.1
785676,6,6,10174.1
785680,11,11,26374.0
785681,7,8,15180.0
785682,3,3,7275.0
785683,5,5,17117.3
785684,7,8,13199.05
785685,57,61,112904.0
785686,22,22,47922.0
785687,9,9,16722.0
785688,1,1,1400.0
785689,7,8,16792.15
785690,55,60,101821.1
785691,2,2,1388.0
785692,20,21,35914.0
785693,5,5,10073.0
785696,7,7,14829.0
785697,5,5,8023.15
785698,2,2,3239.0
785699,25,28,64262.0
785700,5,5,6534.0
785701,3,3,5975.0
785702,19,20,37365.0
785703,1,1,1875.0
785704,4,4,13075.0
785705,16,18,41948.0
786001,195,216,392021.3
786002,29,31,61962.0
786003,98,105,188076.3
786004,24,25,50782.1
786005,21,23,38995.0
786006,4,4,6710.0
786007,15,17,39331.5
786008,14,15,23543.0
786010,22,25,46845.0
786012,14,16,28671.1
786101,10,10,15204.0
786102,8,10,23377.0
786103,11,11,25630.0
786121,3,4,1063.0
786125,177,191,351085.4
786126,16,16,35218.0
786145,5,6,15098.0
786146,2,3,2998.0
786147,5,5,9273.0
786150,9,11,24494.0
786151,30,32,58046.1
786152,13,14,23544.0
786153,23,24,50561.0
786154,5,6,12809.0
786155,3,4,7489.2
786156,8,8,11363.0
786157,23,24,45122.0
786158,5,6,12040.0
786159,4,5,12164.0
786160,7,9,14543.0
786170,35,36,83100.1
786171,76,82,110633.25
786172,1,1,5075.0
786174,13,14,27263.1
786179,1,1,2150.0
786180,1,2,3980.0
786181,46,51,101549.0
786182,31,32,59232.4
786183,13,15,31407.8
786184,27,30,52655.1
786185,1,2,4575.0
786186,1,1,3944.1
786187,4,4,11649.5
786188,20,20,25933.0
786189,11,11,28153.0
786190,10,10,19484.0
786191,13,15,22321.55
786192,13,14,33774.2
786521,1,1,1890.0
786601,9,11,20189.0
786602,187,202,392174.15
786610,33,35,63612.3
786611,7,10,23095.0
786612,7,7,15714.0
786613,11,11,29574.0
786614,7,7,20424.1
786621,3,3,5340.0
786622,4,4,6683.1
786623,18,20,39628.0
786692,14,16,25219.0
787001,96,110,206871.15
787014,1,1,1200.0
787023,2,3,4275.0
787026,3,3,2464.0
787029,2,2,7019.15
787031,27,29,43990.0
787032,15,15,31785.1
787033,4,4,3904.0
787034,34,35,63312.1
787035,8,8,17830.0
787051,25,29,60932.1
787052,8,9,14229.0
787053,13,14,36895.0
787054,9,9,15008.0
787055,31,32,61155.0
787056,17,18,32685.0
787057,66,69,132727.65
787058,8,9,14835.0
787059,78,86,169059.15
787060,62,65,121020.0
787061,15,17,25161.0
787110,4,4,7280.0
787112,3,4,5560.0
788001,88,92,158173.0
788002,33,34,66302.6
788003,44,47,84098.0
788004,38,41,63699.7
788005,92,102,169169.65
788006,43,43,80737.15
788007,40,41,65152.7
788008,2,2,6335.0
788009,23,29,62507.0
788010,18,18,39530.0
788011,17,18,27557.0
788012,2,3,6160.0
788013,10,10,17251.0
788014,23,24,39301.1
788015,43,48,94271.5
788025,14,17,41756.15
788026,12,12,21189.0
788030,25,25,49608.0
788031,13,13,30458.0
788098,13,13,22408.1
788099,5,6,12660.0
788101,6,6,13650.0
788102,5,5,10960.0
788103,4,4,10359.0
788104,11,12,18014.0
788106,15,15,29223.0
788107,15,15,29188.0
788108,3,3,6915.0
788109,6,6,13434.0
788110,6,6,10127.2
788111,11,11,20804.0
788113,1,1,2575.0
788114,8,9,13000.0
788115,6,8,15559.0
788116,6,8,13529.2
788117,1,2,1099.0
788118,3,4,7515.0
788119,22,22,48976.0
788120,14,14,34988.0
788121,3,4,8310.0
788123,6,6,11693.0
788126,11,12,25839.0
788127,3,3,3294.0
788150,5,5,7533.0
788151,33,35,64657.0
788152,14,22,36177.0
788155,20,21,36389.1
788156,1,1,2965.0
788160,5,5,7963.0
788161,17,17,35916.0
788162,3,4,7710.0
788163,34,37,88494.0
788164,3,3,5675.0
788165,5,5,11510.0
788166,9,11,18557.3
788168,6,6,9210.2
788621,1,1,1200.0
788701,9,10,10427.0
788702,1,1,965.0
788709,6,6,14008.15
788710,71,76,152417.2
788711,5,5,9198.0
788712,18,18,32481.0
788713,3,3,3438.0
788719,3,4,6313.0
788720,10,11,23229.1
788722,7,7,15824.0
788723,3,3,5405.0
788724,28,32,68979.0
788725,5,5,14049.0
788726,3,3,6039.0
788727,4,6,7879.0
788734,3,3,5609.0
788735,10,10,20892.0
788736,3,3,4980.0
