Clinic Loc,Zip,SubCity,City,State,qty,revenue
Kalasiguda,500035,Hyderabad,Hyderabad,Telangana,149,113000.0
Kalasiguda,500036,Saidabad,Hyderabad,Telangana,95,63000.0
Kalasiguda,500037,Rangareddy,Hyderabad,Telangana,23,40000.0
Kalasiguda,500038,Ameerpet,Hyderabad,Telangana,132,131000.0
Kalasiguda,500039,Hyderabad,Hyderabad,Telangana,386,268000.0
Kalasiguda,500040,Secunderabad,Hyderabad,Telangana,244,146000.0
Kalasiguda,500043,Rangareddy,Hyderabad,Telangana,25,22000.0
Kalasiguda,500044,Musheerabad,Hyderabad,Telangana,181,84000.0
Kalasiguda,500045,Khairatabad,Hyderabad,Telangana,89,58000.0
Kalasiguda,500047,Rangareddy,Hyderabad,Telangana,162,126000.0
Kalasiguda,500048,Rajendranagar,Hyderabad,Telangana,8,7000.0
Kalasiguda,500049,Tirumalagiri,Hyderabad,Telangana,1,2000.0
Kalasiguda,500050,Tirumalagiri,Hyderabad,Telangana,27,15000.0
Kalasiguda,500051,Uppal,Hyderabad,Telangana,32,31000.0
Kalasiguda,500052,Rajendranagar,Hyderabad,Telangana,185,145000.0
Kalasiguda,500053,Charminar,Hyderabad,Telangana,424,271000.0
Kalasiguda,500054,Tirumalagiri,Hyderabad,Telangana,35,26000.0
Kalasiguda,500055,Hyd,Hyderabad,Telangana,337,238000.0
Kalasiguda,500056,Tirumalagiri,Hyderabad,Telangana,155,102000.0
Kalasiguda,500058,Bandlaguda,Hyderabad,Telangana,154,99000.0
Kalasiguda,500059,Hyderabad,Hyderabad,Telangana,283,194000.0
Kalasiguda,500060,Saroornagar,Hyderabad,Telangana,200,111000.0
Kalasiguda,500061,Secunderabad,Hyderabad,Telangana,375,328000.0
Kalasiguda,500062,Secunderabad,Hyderabad,Telangana,246,168000.0
Kalasiguda,500063,Himayathnagar,Hyderabad,Telangana,15,10000.0
Kalasiguda,500064,Hyderabad,Hyderabad,Telangana,388,283000.0
Kalasiguda,500065,Charminar,Hyderabad,Telangana,65,43000.0
Kalasiguda,500067,Hyderabad,Hyderabad,Telangana,209,119000.0
Kalasiguda,500068,Hayathnagar,Hyderabad,Telangana,348,225000.0
Kalasiguda,500069,Bandlaguda,Hyderabad,Telangana,59,50000.0
Kalasiguda,500070,Hayathnagar,Hyderabad,Telangana,318,213000.0
Kalasiguda,500072,Balanagar,Hyderabad,Telangana,95,64000.0
Kalasiguda,500074,Hyderabad,Hyderabad,Telangana,37,19000.0
Kalasiguda,500076,Uppal,Hyderabad,Telangana,359,208000.0
Kalasiguda,500077,Rajendranagar,Hyderabad,Telangana,39,27000.0
Kalasiguda,500078,Hyd,Hyderabad,Telangana,164,101000.0
Kalasiguda,500079,Saroornagar,Hyderabad,Telangana,76,53000.0
Kalasiguda,500080,Secunderabad,Hyderabad,Telangana,152,83000.0
Kalasiguda,500082,Nampally,Hyderabad,Telangana,105,100000.0
Kalasiguda,500083,Rangareddy,Hyderabad,Telangana,309,214000.0
Kalasiguda,500087,Tirumalagiri,Hyderabad,Telangana,182,139000.0
Kalasiguda,500088,Hyd,Hyderabad,Telangana,66,41000.0
Kalasiguda,500089,Rajendra Nagar,Hyderabad,Telangana,98,52000.0
Kalasiguda,500090,Qutubullapur,Hyderabad,Telangana,2,2000.0
Kalasiguda,500091,Rajendra Nagar,Hyderabad,Telangana,24,22000.0
Kalasiguda,500092,Ghatkesar,Hyderabad,Telangana,202,143000.0
Kalasiguda,500094,Tirumalagiri,Hyderabad,Telangana,120,81000.0
Kalasiguda,500095,Nampally,Hyderabad,Telangana,21,11000.0
Kalasiguda,500097,Saroornagar,Hyderabad,Telangana,76,61000.0
Kalasiguda,500098,Ghatkesar,Hyderabad,Telangana,124,92000.0
Kalasiguda,500100,Quthbullapur Mandal,Hyderabad,Telangana,39,23000.0
Kalasiguda,500101,Hyd,Hyderabad,Telangana,76,68000.0
Kalasiguda,500113,-,-,-,44,30000.0
Kalasiguda,500602,-,-,-,76,38000.0
Kalasiguda,501101,Hyd,Hyderabad,Telangana,11,10000.0
Kalasiguda,501218,Rangareddy,K.V.Rangareddy,Telangana,107,54000.0
Kalasiguda,501301,Hyd,Hyderabad,Telangana,269,186000.0
Kalasiguda,501359,Rangareddy,K.V.Rangareddy,Telangana,106,50000.0
Kalasiguda,501401,Hyd,Hyderabad,Telangana,284,210000.0
Kalasiguda,501501,Rangareddy,K.V.Rangareddy,Telangana,58,38000.0
Kalasiguda,501505,Rangareddy,K.V.Rangareddy,Telangana,58,43000.0
Kalasiguda,501508,Rangareddy,K.V.Rangareddy,Telangana,27,20000.0
Kalasiguda,501510,Rangareddy,K.V.Rangareddy,Telangana,106,72000.0
Kalasiguda,501512,Rangareddy,K.V.Rangareddy,Telangana,39,30000.0
Kalasiguda,502001,Sangareddy,Medak,Telangana,42,40000.0
Kalasiguda,502032,Ramachandrapuram,Medak,Telangana,60,50000.0
Kalasiguda,502102,-,-,-,18,11000.0
Kalasiguda,502103,Siddipet,-,-,24,38000.0
Kalasiguda,502110,Medak,Medak,Telangana,74,52000.0
Kalasiguda,502220,Zaheerabad,Medak,Telangana,46,30000.0
Kalasiguda,502257,-,-,-,2,2000.0
Kalasiguda,502278,Medak,Medak,Telangana,7,5000.0
Kalasiguda,502286,-,-,-,15,11000.0
Kalasiguda,502301,Gujwail,Siddipet,-,75,38000.0
Kalasiguda,502311,Medak,Medak,Telangana,21,20000.0
Kalasiguda,502313,Narsapur,Medak,Telangana,1,1000.0
Kalasiguda,502316,-,-,-,51,38000.0
Kalasiguda,502319,Patancheru,Medak,Telangana,49,19000.0
Kalasiguda,502325,R.c.puram,Medak,Telangana,14,10000.0
Kalasiguda,502334,Medak,Medak,Telangana,60,38000.0
Kalasiguda,502336,Medak,Medak,Telangana,10,10000.0
Kalasiguda,502345,Sadasivpet,Medak,Telangana,1,1000.0
Kalasiguda,502381,-,-,-,40,19000.0
Kalasiguda,503001,Nizamabad,Nizamabad,Telangana,155,106000.0
Kalasiguda,503002,Nizamabad,Nizamabad,Telangana,78,39000.0
Kalasiguda,503003,Nizamabad,-,-,34,38000.0
Kalasiguda,503111,Nizamabad,Nizamabad,Telangana,44,25000.0
Kalasiguda,503122,Yellareddy,Nizamabad,Telangana,1,1000.0
Kalasiguda,503185,Bodhan,Nizamabad,Telangana,17,11000.0
Kalasiguda,503245,Nizamabad,Nizamabad,Telangana,1,1000.0
Kalasiguda,503305,-,-,-,14,11000.0
Kalasiguda,503307,-,-,-,66,38000.0
Kalasiguda,503377,-,-,-,27,20000.0
Kalasiguda,504001,Adilabad,Adilabad,Telangana,20,11700.0
Kalasiguda,504103,Kubeer,Adilabad,Telangana,46,30000.0
Kalasiguda,504106,Nirmal,Adilabad,Telangana,113,69000.0
Kalasiguda,504113,-,-,-,58,38000.0
Kalasiguda,504208,Mancherial,Adilabad,Telangana,44,38000.0
Kalasiguda,504296,Sirpur (t),Adilabad,Telangana,40,31000.0
Kalasiguda,505001,Karimnagar,Karim Nagar,Telangana,23,20000.0
Kalasiguda,505103,-,-,-,70,38000.0
Kalasiguda,505183,-,-,-,10,10000.0
Kalasiguda,505208,Ramagundam,Karim Nagar,Telangana,49,30000.0
Kalasiguda,505209,Ramagundam,-,-,51,30000.0
Kalasiguda,505213,-,-,-,11,10000.0
Kalasiguda,505215,Ramagundam,Karim Nagar,Telangana,45,30000.0
Kalasiguda,505288,-,-,-,1,2000.0
Kalasiguda,505325,Metpalli,Karim Nagar,Telangana,1,2000.0
Kalasiguda,505326,Koratla,-,-,75,38000.0
Kalasiguda,505504,-,-,-,52,53000.0
Kalasiguda,505531,Pegadapalli,Karim Nagar,-,45,30000.0
Kalasiguda,506001,Hanamkonda,Warangal,Telangana,133,101000.0
Kalasiguda,506002,Warangal,Warangal,Telangana,160,98000.0
Kalasiguda,506007,warangal,-,-,15,11000.0
Kalasiguda,506015,-,-,-,25,22000.0
Kalasiguda,506163,Turrur,Warangal,Telangana,47,30000.0
Kalasiguda,506315,-,-,-,70,38000.0
Kalasiguda,507001,Khammam (Urban),Khammam,Telangana,44,30000.0
Kalasiguda,507002,Khammam,Khammam,Telangana,34,30000.0
Kalasiguda,507101,Kothagudem,Khammam,Telangana,53,38000.0
Kalasiguda,507117,Manuguru,Khammam,Telangana,60,38000.0
Kalasiguda,507203,Madhira,-,-,67,38000.0
Kalasiguda,508001,Nalgonda,Nalgonda,Telangana,75,50000.0
Kalasiguda,508113,Cc,Nalgonda,Telangana,49,30000.0
Kalasiguda,508126,Bhongir,Nalgonda,Telangana,43,32000.0
Kalasiguda,508207,Miryalguda,Nalgonda,Telangana,7,5000.0
Kalasiguda,508252,Nalgonda,Nalgonda,Telangana,75,50000.0
Kalasiguda,508261,-,-,-,52,30000.0
Kalasiguda,508284,-,-,-,55,38000.0
Kalasiguda,509125,Gadwal,Mahabub Nagar,Telangana,31,20000.0
Kalasiguda,509202,Balanagar,Mahabub Nagar,Telangana,41,30000.0
Kalasiguda,509207,Kondurgu,Mahabub Nagar,Telangana,28,20000.0
Kalasiguda,509216,Farooqnagar,Mahabub Nagar,Telangana,99,70000.0
Kalasiguda,509217,-,-,-,59,38000.0
Kalasiguda,509301,Stn. Jadcherla,Mahabub Nagar,Telangana,70,45000.0
Kalasiguda,509339,-,-,-,72,38000.0
Kalasiguda,509351,Mahabub Nagar,Mahabub Nagar,Telangana,125,68000.0
Kalasiguda,509352,Mahabub Nagar,Mahabub Nagar,Telangana,10,10000.0
Kalasiguda,509401,Balmoor,Mahabub Nagar,Telangana,51,30000.0
Kalasiguda,518002,Kurnool,Kurnool,Andhra Pradesh,27,20000.0
Kalasiguda,518501,Nandyal,Kurnool,Andhra Pradesh,39,30000.0
Kalasiguda,520015,-,-,-,20,22000.0
Kalasiguda,521175,-,-,-,25,22000.0
Kalasiguda,530008,Visakhapatnam (Urban),Visakhapatnam,Andhra Pradesh,54,30000.0
Kalasiguda,531173,Visakhapatnam,Visakhapatnam,Andhra Pradesh,1,1000.0
Kalasiguda,533101,Rajahmundry (Urban),East Godavari,Andhra Pradesh,30,20000.0
Kalasiguda,534320,Penugonda (mdl),West Godavari,Andhra Pradesh,24,20000.0
Kalasiguda,534416,Kaikaram,West Godavari,Andhra Pradesh,45,30000.0
Kalasiguda,560029,Bangalore,Bengaluru,Karnataka,66,38000.0
Kalasiguda,561204,Dodballapura,-,-,25,22000.0
Kalasiguda,580001,Dharwad,Dharwad,Karnataka,51,30000.0
Kalasiguda,580078,-,-,-,11,11000.0
Kalasiguda,584111,Bengaluru,Bengaluru,Karnataka,20,22000.0
Kalasiguda,585101,Gulbarga,Kalaburagi,Karnataka,121,98000.0
Kalasiguda,585102,Gulbarga,Kalaburagi,Karnataka,73,49000.0
Kalasiguda,585103,Gulbarga,Kalaburagi,Karnataka,59,38000.0
Kalasiguda,585105,Gulbarga,Kalaburagi,Karnataka,25,16000.0
Kalasiguda,585108,-,-,-,11,10000.0
Kalasiguda,585201,Yadgir,Yadgir,Karnataka,32,20000.0
Kalasiguda,585202,Yadgri,Yadgir,Karnataka,27,20000.0
Kalasiguda,585211,Chittapur,Kalaburagi,Karnataka,32,15000.0
Kalasiguda,585292,Sedam,Kalaburagi,Karnataka,71,38000.0
Kalasiguda,585330,Homnabad,Bidar,Karnataka,21,10000.0
Kalasiguda,585401,Bidar,Bidar,Karnataka,146,76000.0
Kalasiguda,585403,Raichur,Raichur,Karnataka,76,50000.0
Kalasiguda,595201,-,-,-,45,30000.0
Kalasiguda,642005,Pollachi,Coimbatore,Tamil Nadu,46,30000.0
Kalasiguda,821113,Sasaram,Rohtas,Bihar,10,10000.0
Kalasiguda,5000065,-,-,-,1,1000.0
Kalyan Ng,226016,Lucknow,Lucknow,Uttar Pradesh,36,30000.0
Kalyan Ng,247774,Kairana,-,-,2,0.0
Kalyan Ng,319930,-,-,-,18,22000.0
Kalyan Ng,319950,-,-,-,21,22000.0
Kalyan Ng,515671,Dharmavaram,Ananthapur,Andhra Pradesh,15,10000.0
Kalyan Ng,560001,Bangalore North,Bengaluru,Karnataka,149,123000.0
Kalyan Ng,560005,Bangalore North,Bengaluru,Karnataka,78,52000.0
Kalyan Ng,560006,Bangalore North,Bengaluru,Karnataka,64,45000.0
Kalyan Ng,560008,Bangalore North,Bengaluru,Karnataka,79,60000.0
Kalyan Ng,560009,Bangalore North,Bengaluru,Karnataka,33,20000.0
Kalyan Ng,560010,Bangalore North,Bengaluru,Karnataka,39,30000.0
Kalyan Ng,560013,Bangalore North,Bengaluru,Karnataka,70,68000.0
Kalyan Ng,560014,Bengaluru,Bengaluru,Karnataka,112,90000.0
Kalyan Ng,560015,Bangalore North,Bengaluru,Karnataka,20,15000.0
Kalyan Ng,560016,Bangalore North,Bengaluru,Karnataka,418,343000.0
Kalyan Ng,560022,Bangalore North,Bengaluru,Karnataka,51,50000.0
Kalyan Ng,560024,Bangalore North,Bengaluru,Karnataka,337,286000.0
Kalyan Ng,560026,Bangalore South,Bengaluru,Karnataka,44,34000.0
Kalyan Ng,560027,Bangalore South,Bengaluru,Karnataka,42,36000.0
Kalyan Ng,560032,Bangalore North,Bengaluru,Karnataka,812,599000.0
Kalyan Ng,560033,Bangalore North,Bengaluru,Karnataka,127,95000.0
Kalyan Ng,560034,Bangalore South,Bengaluru,Karnataka,12,13000.0
Kalyan Ng,560036,Bangalore North,Bengaluru,Karnataka,335,243000.0
Kalyan Ng,560037,Bangalore North,Bengaluru,Karnataka,1,1000.0
Kalyan Ng,560038,Bangalore North,Bengaluru,Karnataka,206,147000.0
Kalyan Ng,560041,Bangalore,Bengaluru,Karnataka,21,23000.0
Kalyan Ng,560042,Bangalore North,Bengaluru,Karnataka,23,27000.0
Kalyan Ng,560043,Bangalore North,Bengaluru,Karnataka,3227,2594155.0
Kalyan Ng,560044,Amruthahalli,Amruthahalli,Karnataka,60,38000.0
Kalyan Ng,560045,Bangalore North,Bengaluru,Karnataka,1356,1037500.0
Kalyan Ng,560046,Bangalore North,Bengaluru,Karnataka,1,1000.0
Kalyan Ng,560047,Bangalore South,Bengaluru,Karnataka,40,30000.0
Kalyan Ng,560048,Bangalore North,Bengaluru,Karnataka,9,11000.0
Kalyan Ng,560049,Bangalore South,Bengaluru,Karnataka,250,191000.0
Kalyan Ng,560051,Bangalore North,Bengaluru,Karnataka,36,43950.0
Kalyan Ng,560054,Bangalore North,Bengaluru,Karnataka,95,76000.0
Kalyan Ng,560056,Bangalore South,Bengaluru,Karnataka,3,4000.0
Kalyan Ng,560057,Bangalore North,Bengaluru,Karnataka,7,6000.0
Kalyan Ng,560058,Bangalore North,Bengaluru,Karnataka,15,11000.0
Kalyan Ng,560062,Bangalore,Bengaluru,Karnataka,72,61000.0
Kalyan Ng,560063,Bangalore North,Bengaluru,Karnataka,151,126000.0
Kalyan Ng,560064,Bangalore North,Bengaluru,Karnataka,803,671538.0
Kalyan Ng,560065,Bangalore North,Bengaluru,Karnataka,106,95350.0
Kalyan Ng,560067,Hosakote,Bengaluru,Karnataka,77,50000.0
Kalyan Ng,560068,Bangalore South,Bengaluru,Karnataka,58,50000.0
Kalyan Ng,560072,Bangalore North,Bengaluru,Karnataka,61,38000.0
Kalyan Ng,560073,Bangalore North,Bengaluru,Karnataka,22,15000.0
Kalyan Ng,560074,Bangalore South,Bengaluru,Karnataka,14,12000.0
Kalyan Ng,560075,Bangalore North,Bengaluru,Karnataka,85,60000.0
Kalyan Ng,560076,Bangalore South,Bengaluru,Karnataka,52,40000.0
Kalyan Ng,560077,Bangalore North,Bengaluru,Karnataka,328,279000.0
Kalyan Ng,560084,Bangalore North,Bengaluru,Karnataka,199,146000.0
Kalyan Ng,560090,Bangalore North,Bengaluru,Karnataka,47,50000.0
Kalyan Ng,560092,Bangalore North,Bengaluru,Karnataka,202,145000.0
Kalyan Ng,560093,Bangalore North,Bengaluru,Karnataka,39,35000.0
Kalyan Ng,560094,Bangalore North,Bengaluru,Karnataka,158,140000.0
Kalyan Ng,560095,Bangalore South,Bengaluru,Karnataka,17,15000.0
Kalyan Ng,560097,Bangalore North,Bengaluru,Karnataka,237,189000.0
Kalyan Ng,560100,Bangalore South,Bengaluru,Karnataka,30,38000.0
Kalyan Ng,560119,-,-,-,33,30000.0
Kalyan Ng,561102,-,-,-,52,38000.0
Kalyan Ng,561203,Doddaballapura,Bengaluru,Karnataka,85,57000.0
Kalyan Ng,561211,-,-,-,51,38000.0
Kalyan Ng,561212,-,-,-,58,38000.0
Kalyan Ng,562100,-,-,-,1,2000.0
Kalyan Ng,562101,Chickballapur,Kolar,Karnataka,47,41000.0
Kalyan Ng,562107,Anekal,Bengaluru,Karnataka,21,18000.0
Kalyan Ng,562110,Devanhalli,Bengaluru,Karnataka,94,76000.0
Kalyan Ng,562111,Nelamangala,Bengaluru,Karnataka,66,62000.0
Kalyan Ng,562123,Nelamangala,Bengaluru,Karnataka,21,23300.0
Kalyan Ng,562149,Bgnorth,Bengaluru,Karnataka,246,188000.0
Kalyan Ng,562157,Bg North,Bengaluru,Karnataka,79,60000.0
Kalyan Ng,563101,Kolar,Kolar,Karnataka,73,50000.0
Kalyan Ng,563113,Bangarapet,-,-,21,20000.0
Kalyan Ng,563124,Bagepalli,Kolar,Karnataka,1,1000.0
Kalyan Ng,567012,-,-,-,49,38000.0
Kalyan Ng,572102,Tumkur,Tumakuru,Karnataka,34,30000.0
Kalyan Ng,572106,Tumkur,Tumakuru,Karnataka,1,2000.0
Kalyan Ng,572121,-,-,-,49,38000.0
Kalyan Ng,572218,C.n.halli,Tumakuru,Karnataka,38,30000.0
Kalyan Ng,573201,Hassan,Hassan,Karnataka,20,15000.0
Kalyan Ng,574227,Mangalore,Dakshina Kannada,Karnataka,20,20000.0
Kalyan Ng,577548,Kadur,Chikkamagaluru,Karnataka,59,22000.0
Kalyan Ng,581115,-,-,-,25,22000.0
Kalyan Ng,582101,Gadag,Gadag,Karnataka,38,19000.0
Kalyan Ng,583123,Sandur,Ballari,Karnataka,1,2000.0
Kalyan Ng,583212,Hb Halli,Ballari,Karnataka,57,50000.0
Kalyan Ng,584101,Bagalkot,Bagalkot,Karnataka,56,29000.0
Kalyan Ng,584102,Bagalkot,Bagalkot,Karnataka,42,30000.0
Kalyan Ng,584111,Bengaluru,Bengaluru,Karnataka,11,11000.0
Kalyan Ng,584143,Bengaluru,Bengaluru,Karnataka,40,30000.0
Kalyan Ng,586212,-,-,-,1,2000.0
Kalyan Ng,587101,Bagalkot,Bagalkot,Karnataka,1,1000.0
Kalyan Ng,587102,Bagalkot,-,-,32,30000.0
Kalyan Ng,670310,Taliparamba,-,-,22,22000.0
Kalyan Ng,756134,Similia,Baleswar,Odisha,14,10000.0
Kanka,83400,-,-,-,45,33000.0
Kanka,122006,Gurgaon,Gurgaon,Haryana,41,33000.0
Kanka,222001,Jaunpur,Jaunpur,Uttar Pradesh,51,30000.0
Kanka,225206,Siraul Gaus Pur,Barabanki,Uttar Pradesh,50,33000.0
Kanka,231222,Sonbhadra,Sonbhadra,Uttar Pradesh,61,38000.0
Kanka,244901,Rampur,Rampur,Uttar Pradesh,39,30000.0
Kanka,262802,Gola,Kheri,Uttar Pradesh,9,10000.0
Kanka,390019,Vadodara,Vadodara,Gujarat,51,30000.0
Kanka,403001,Tiswaddi,Goa,Goa,25,11340.0
Kanka,496001,Raigarh,Raigarh,Chhattisgarh,1,1000.0
Kanka,496113,Raigarh,Raigarh,Chhattisgarh,54,33000.0
Kanka,496118,Pathalgaon,Jashpur,Chhattisgarh,50,42000.0
Kanka,496225,Kunkuri,Jashpur,Chhattisgarh,57,30000.0
Kanka,496331,Jashpurnagar,Jashpur,Chhattisgarh,48,38000.0
Kanka,497118,Surguja,Surguja,Chhattisgarh,12,8500.0
Kanka,497226,Surajpur,Surguja,Chhattisgarh,51,30000.0
Kanka,530011,Visakhapatnam (Urban),Visakhapatnam,Andhra Pradesh,30,21000.0
Kanka,533307,-,-,-,46,30000.0
Kanka,572104,Tumkur,Tumakuru,Karnataka,12,8500.0
Kanka,682017,Ernakulam,Ernakulam,Kerala,15,10000.0
Kanka,700037,Kolkata,Kolkata,West Bengal,45,30000.0
Kanka,713343,Kulti MC,Paschim Bardhaman,West Bengal,10,8500.0
Kanka,722133,Gangajalghati,Bankura,West Bengal,49,30000.0
Kanka,723101,Purulia - I,Purulia,West Bengal,127,92000.0
Kanka,723102,-,-,-,92,60000.0
Kanka,723126,Purulia,Purulia,West Bengal,11,10000.0
Kanka,723130,Hura,Purulia,West Bengal,27,20000.0
Kanka,723152,Bagmundi,Purulia,West Bengal,10,8500.0
Kanka,723201,Joypur,Purulia,West Bengal,12,11000.0
Kanka,723202,Jhalda,Purulia,West Bengal,10,8500.0
Kanka,723212,-,-,-,24,22000.0
Kanka,723213,Joypur,Purulia,West Bengal,76,48000.0
Kanka,723215,Jhalda,Purulia,-,1,1000.0
Kanka,732149,-,-,-,41,30000.0
Kanka,732202,Manikchak,Malda,West Bengal,2,1000.0
Kanka,732301,-,-,-,11,8500.0
Kanka,732717,-,-,-,1,1000.0
Kanka,734209,Kolkata,Kolkata,West Bengal,46,30000.0
Kanka,735220,Alipurduar,Alipurduar,West Bengal,1,2000.0
Kanka,751001,Bhubaneswar,Khorda,Odisha,31,21000.0
Kanka,760009,Brahmapur Sadar,Ganjam,Odisha,72,60000.0
Kanka,768027,Attabira,Bargarh,Odisha,36,30000.0
Kanka,768201,Jharsuguda,Jharsuguda,Odisha,46,38000.0
Kanka,769001,Rourkela Steel City,Sundergarh,Odisha,138,94000.0
Kanka,800013,Phulwari,Patna,Bihar,1,1000.0
Kanka,802312,-,-,-,1,2000.0
Kanka,804428,-,-,-,63,38000.0
Kanka,805110,Nawadha,Nawada,Uttar Pradesh,30,18000.0
Kanka,805125,Rajauli,Nawada,Bihar,25,15000.0
Kanka,813202,Belhar,Banka,Bihar,1,1000.0
Kanka,813211,Shambhuganj,Munger,Jharkhand,47,33000.0
Kanka,814101,Dumka,Dumka,Jharkhand,176,111000.0
Kanka,814112,Deoghar,Deoghar,Jharkhand,184,129000.0
Kanka,814133,Godda,Godda,Jharkhand,11,10000.0
Kanka,814141,Jarmundi,Dumka,Jharkhand,44,30000.0
Kanka,814146,Palojori,Deoghar,Jharkhand,62,38500.0
Kanka,814147,-,-,-,27,22000.0
Kanka,814157,Mohanpur,Deoghar,Jharkhand,1,0.0
Kanka,814158,Rmagarh,Dumka,Jharkhand,47,30000.0
Kanka,814160,Meharma,Godda,Jharkhand,1,1000.0
Kanka,815301,Giridih,Giridh,Jharkhand,505,337100.0
Kanka,815302,Giridih,Giridh,Jharkhand,47,30000.0
Kanka,815312,Giridih,Giridh,Jharkhand,1,1000.0
Kanka,815313,-,-,-,135,90000.0
Kanka,815316,-,-,-,35,30000.0
Kanka,815351,Jamtara,Jamtara,Jharkhand,27,15000.0
Kanka,815353,-,-,-,50,30000.0
Kanka,816101,-,-,-,14,11000.0
Kanka,816107,Pakur,Pakur,Jharkhand,75,50000.0
Kanka,816109,Taljhari,Sahibganj,Jharkhand,84,60000.0
Kanka,816120,Borio,Sahibganj,Jharkhand,64,33001.0
Kanka,821002,Patna,Patna,Bihar,1,1000.0
Kanka,822101,Daltonganj,Palamau,Jharkhand,343,249500.0
Kanka,822102,Daltonganj,Palamau,Jharkhand,38,30500.0
Kanka,822110,Chainpur,Palamau,Jharkhand,67,55000.0
Kanka,822112,Balumath,Latehar,-,1,0.0
Kanka,822113,Chhatarpur,Palamau,Jharkhand,52,40000.0
Kanka,822114,Garhwa,Garhwa,Jharkhand,318,208000.0
Kanka,822119,Mahuwadand,-,-,46,30000.0
Kanka,822121,Nagar Utari,Palamau,Jharkhand,10,10000.0
Kanka,822122,Panki,Palamau,Jharkhand,27,20000.0
Kanka,822123,Patan,Palamau,Jharkhand,143,93000.0
Kanka,822124,Bisrampur,Garhwa,Jharkhand,218,157000.0
Kanka,822126,Satbarwa,-,-,140,101000.0
Kanka,822132,Bisrampur,Garhwa,Jharkhand,10,8500.0
Kanka,823001,Gaya,Gaya,Bihar,106,70000.0
Kanka,823002,Town Block Gaya,Gaya,Bihar,52,30000.0
Kanka,823202,-,-,-,45,30000.0
Kanka,823303,-,-,-,12,8500.0
Kanka,824101,Aurangabad,Aurangabad(BH),Bihar,60,38000.0
Kanka,824301,Sherghati,Aurangabad(BH),Bihar,16,13500.0
Kanka,825001,-,-,-,26,22000.0
Kanka,825101,Chitarpur,Ramgarh,Jharkhand,66,41500.0
Kanka,825103,-,-,-,25,22000.0
Kanka,825109,Jainagar,Koderma,Jharkhand,166,104500.0
Kanka,825111,-,-,-,11,8500.0
Kanka,825202,-,-,-,9,10000.0
Kanka,825217,-,-,-,1,1000.0
Kanka,825301,Hazaribagh,Hazaribag,Jharkhand,982,666000.0
Kanka,825302,Katkamsandi,Hazaribag,Jharkhand,58,31000.0
Kanka,825303,Ichak,Hazaribag,Jharkhand,11,8500.0
Kanka,825311,Barkagaon,Hazaribag,Jharkhand,32,27000.0
Kanka,825313,Sadar,Hazaribag,Jharkhand,46,32000.0
Kanka,825314,Mandu,Ramgarh,Jharkhand,50,32000.0
Kanka,825317,Sdar,Hazaribag,Jharkhand,104,65000.0
Kanka,825320,-,-,-,57,30000.0
Kanka,825322,Bagodar,Giridh,Jharkhand,101,67500.0
Kanka,825325,Mandu,Ramgarh,Jharkhand,16,11000.0
Kanka,825330,Gola,Ramgarh,Jharkhand,1,1000.0
Kanka,825336,Churchu,Hazaribag,Jharkhand,48,30000.0
Kanka,825401,Chatra,Chatra,Jharkhand,221,166500.0
Kanka,825402,-,-,-,1,2000.0
Kanka,825405,Barhi,Hazaribag,Jharkhand,149,105000.0
Kanka,825406,Chauparan,Hazaribag,Jharkhand,2,1000.0
Kanka,825408,Itkhori,Chatra,Jharkhand,12,8500.0
Kanka,825409,Kodarma,Koderma,Jharkhand,109,70500.0
Kanka,825410,-,-,-,48,44000.0
Kanka,825411,Padma,Hazaribag,Jharkhand,31,19000.0
Kanka,825412,Dhanwar,-,-,1,2000.0
Kanka,826001,Dhanbad,Dhanbad,Jharkhand,234,165000.0
Kanka,826004,Dhanbad,Dhanbad,Jharkhand,46,38500.0
Kanka,826005,Dhanbad,Dhanbad,Jharkhand,54,41000.0
Kanka,826007,Dhanbad,Dhanbad,-,477,316000.0
Kanka,826010,-,-,-,9,10000.0
Kanka,827001,Bokaro,Bokaro,Jharkhand,126,82000.0
Kanka,827004,Chas,Bokaro,Jharkhand,48,40000.0
Kanka,827009,Bokaro,Bokaro,Jharkhand,127,79000.0
Kanka,827010,Bokaro,Bokaro,Jharkhand,105,67000.0
Kanka,827012,Chas,Bokaro,Jharkhand,85,57000.0
Kanka,827013,Chas,Bokaro,Jharkhand,352,225000.0
Kanka,828104,Dhanbad,Dhanbad,Jharkhand,83,46000.0
Kanka,828111,Dhanbad,-,-,65,38000.0
Kanka,828113,Dhanbad,Dhanbad,Jharkhand,40,30000.0
Kanka,828116,Dhanbad,Dhanbad,Jharkhand,11,10000.0
Kanka,828122,Dhanbad,Dhanbad,Jharkhand,40,30000.0
Kanka,828126,Dhanbad,Dhanbad,Jharkhand,25,20000.0
Kanka,828134,Bokaro,Bokaro,Jharkhand,27,20000.0
Kanka,828309,Dhanbad,Dhanbad,Jharkhand,49,33000.0
Kanka,828401,-,-,-,45,30000.0
Kanka,828403,Bermo,Bokaro,Jharkhand,47,35000.0
Kanka,828404,Bokaro,Bokaro,Jharkhand,56,38500.0
Kanka,828410,-,-,-,51,38000.0
Kanka,829101,Ramgarh,Hazaribag,Jharkhand,35,32000.0
Kanka,829102,Ramgarh,Ramgarh,Jharkhand,27,20000.0
Kanka,829103,Ramgarh,Ramgarh,Jharkhand,25,20000.0
