area,code,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10,2025-11,2025-12,2026-01,2026-02
Mall Rd,1022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.333333333333332,6.793103448275862,6.607142857142857,6.746987951807229,10.307692307692308,8.39080459770115,8.787878787878785,7.207207207207207,10.808064102564101,15.360461577551021,15.903571428571428,19.796052631578945,19.55166666666667,7.318181818181818
Ballupur Rd,1042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.615384615384615,12.321428571428571,8.439560439560438,10.099283950617284,14.443523666037736,18.826666666666668,25.633829787234042,30.094571428571427,8.718
Model Town,1012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.35,5.089887640449438,9.5,5.340909090909091,6.96969696969697,6.166666666666667,4.202898550724638,4.052287581699346,4.545454545454545,4.785276073619632,6.356079365079366,8.954482456321841,12.890172413793103,16.660196078431373,19.567272727272726,9.2576
Civil Lines,1013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,17.0,10.191489361702128,9.943396226415095,13.52112676056338,12.207792207792208,8.1,7.333333333333333,6.307692307692307,6.6869565217391305,7.386836538461538,10.330259065384615,9.573414634146342,12.639324324324326,13.224675324675324,12.268235294117646
Gomati,1018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.59375,6.25,4.140625,7.227722772277228,5.1265822784810124,4.84472049689441,4.224598930481283,4.433497536945812,4.182648401826484,4.420235294117647,5.607927803571428,8.53528846153846,9.3165,9.36625,6.144444444444444
Mahmoorganj,1026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.4,9.113924050632912,6.739130434782609,3.779527559055118,5.806451612903225,5.113636363636364,5.753333333333334,6.637064748201439,11.16988517204301,13.058142857142858,14.993506493506493,17.26929824561404,14.195714285714287
Elegin Rd,1050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.217948717948718,5.241078947368421,6.999174541269841,7.730357142857143,9.720357142857143,11.618269230769231,12.451000000000002
Kankarbagh,1037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.056338028169014,4.715447154471544,5.390625,4.312138728323699,5.104584337349398,6.6236766806896545,6.775909090909092,8.093265306122449,9.246985294117646,6.66375
Alambagh,1058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,7.8426,10.653191489361701,6.680476190476191
Ballygunge,1027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5961538461538463,3.4415584415584415,3.794642857142857,2.3019801980198022,2.632696390658174,2.6189473684210527,3.5727138461538464,5.535784855614973,5.443496932515337,7.440588235294118,11.846396396396397,8.49390243902439
Howrah,1053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.007142857142857,1.5860630651898735,2.715491329479769,6.886204379562045,5.636022727272727,3.964
New Town,1060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.37892857142857,4.791666666666666
Kanka,1028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,7.466666666666667,8.952380952380953,7.741935483870968,10.756302521008404,7.537974683544304,9.399223076923077,11.12236598989899,8.379618320610687,10.457435897435897,12.105545454545455,11.61206896551724
Janpath,1034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,11.641791044776118,11.59090909090909,5.9416058394160585,5.8534652777777785,7.710697850458716,6.111617647058823,7.5475200000000005,8.142177419354837,6.3505
Sevoke Rd,1035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.75,13.773584905660377,6.466666666666666,5.909090909090909,5.588571428571427,9.418282741071428,9.340127202941177,8.812972972972974,10.7812,11.156231884057972,7.240714285714286
Ushagram,1061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.254444444444445,1.81
ABCPoint,1030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.642857142857143,7.2131147540983624,7.586206896551723,5.5963302752293576,5.9589041095890405,5.68125,6.285715231788079,6.7586339963503645,8.194117647058823,9.635,9.8755,8.076216216216215
Dimapur,1038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.42857142857143,26.8,27.39130434782609,26.037735849056602,13.71108667,15.32765405263158,16.674098360655737,23.256,20.93391304347826,10.589333333333334
Itanagar,1055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.88883824285714,8.031153846153845,14.321666666666665,15.676,19.7
JP Ng,1005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.878612716763006,6.650485436893204,6.575339181286549,5.51063829787234,5.200980392156863,5.120689655172414,6.400000000000001,7.808219178082192,6.255707762557077,5.336134453781513,5.397350993377483,5.111111111111112,6.698275862068965,5.675632530120482,5.595154756896552,6.688848484848485,8.44886524822695,10.97044642857143,7.123055555555554
Whitefield,1016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.980769230769231,3.9333333333333336,5.632911392405063,7.549019607843137,6.165413533834586,7.857142857142857,6.686390532544379,4.970760233918129,6.633802816901409,6.491811881188118,5.595154757291667,6.7232692307692306,8.837628865979381,12.089540229885056,7.713913043478261
Kalyan Ng,1049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.790697674418605,6.743482758620689,7.587032495238095,8.87325,10.439024390243903,12.880625000000002,8.205555555555554
Basaveshwar,1052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.67878125,8.363209980597015,9.10522222222222,9.887701149425288,11.619076923076923,7.123214285714285
Madhapur,1010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.758649122807018,6.96969696969697,4.025862068965517,5.038167938931298,4.585714285714286,6.839378238341969,4.960629921259843,4.866071428571429,5.49645390070922,5.350877192982456,4.939226519337017,5.946246376811593,6.655819447517731,9.471666666666666,9.775357142857143,11.480545454545455,7.937692307692307
Kalasiguda,1044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.145631067961165,4.6,6.505047169811321,7.14901138382353,9.971889763779528,10.638730158730159,12.735544554455446,8.643783783783784
Anna Ng,1031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,11.818181818181818,9.016393442622952,7.849462365591397,8.416666666666666,6.06993006993007,7.063393333333334,7.125037020979021,7.807533333333334,12.579479166666665,14.014215686274511,8.127560975609757
Jayalakshmipuram,1043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.857142857142858,10.943396226415095,11.666666666666666,10.975671428571427,13.00940045633803,13.810447761194029,17.652156862745095,24.63463414634146,46.04599999999999
