pin_int,unique_clinic_patients,clinic_orders,clinic_revenue,clinics_visited
470661,6,268,160200.0,3
470775,3,55,45000.0,2
471001,4,141,128960.0,3
471515,1,61,38000.0,1
472001,6,237,143000.0,3
472111,1,14,10000.0,1
472331,1,12,6410.0,1
472336,1,66,33000.0,1
473001,7,200,148600.0,4
473111,1,33,38000.0,1
473118,1,29,22000.0,1
473331,1,1,1000.0,1
473351,1,39,30000.0,1
473446,1,8,10000.0,1
473501,1,2,0.0,1
473551,4,130,67750.0,3
473638,1,1,0.0,1
473865,1,68,38000.0,1
474001,36,1172,724899.0,6
474002,3,95,77725.0,3
474003,4,53,35250.0,3
474004,1,32,22500.0,1
474005,4,97,88500.0,3
474006,5,148,82800.0,3
474011,7,260,144299.0,3
474012,3,97,70598.0,2
474015,1,17,0.0,1
474020,7,48,32000.0,3
475110,1,44,34000.0,1
475220,1,57,42000.0,1
475335,1,51,38000.0,1
475661,6,250,135000.0,3
476001,8,294,183000.0,1
476111,3,160,100000.0,1
476115,1,55,19500.0,1
476229,1,50,30000.0,1
476337,3,101,87900.0,2
477001,5,240,182500.0,2
477116,1,55,33000.0,1
477447,1,18,10000.0,1
480001,38,1337,904120.0,6
480009,1,52,30000.0,1
480106,3,90,58500.0,1
480109,1,5,4000.0,1
480115,1,28,22000.0,1
480221,4,133,89400.0,1
480224,2,48,33000.0,2
480334,5,113,97800.0,3
480441,2,41,31000.0,1
480447,1,61,56900.0,1
480551,1,29,20000.0,1
480557,2,80,50000.0,1
480661,15,599,379500.0,2
480667,1,1,0.0,1
480888,1,12,9000.0,1
480994,1,47,38000.0,1
481001,11,342,221000.0,2
481115,1,29,20000.0,1
481116,2,49,43959.0,2
481222,3,40,30700.0,2
481331,5,75,46000.0,2
481335,1,19,18000.0,1
481441,1,67,38000.0,1
481449,2,51,42000.0,1
481661,7,209,146100.0,3
481662,1,55,33000.0,1
481672,2,29,38600.0,1
481776,1,60,30000.0,1
481879,1,46,30000.0,1
481995,1,51,30000.0,1
482001,29,835,745462.0,9
482002,8,305,227202.0,6
482003,2,40,22000.0,2
482004,5,150,90000.0,3
482005,3,68,48000.0,2
482008,1,42,30000.0,1
482020,1,11,6200.0,1
482201,1,18,10000.0,1
483220,2,8,5200.0,2
483225,1,24,10000.0,1
483501,11,398,275800.0,3
483880,1,47,33000.0,1
484001,7,321,214888.0,3
484101,1,1,2000.0,1
484110,3,83,62700.0,2
484114,1,38,31500.0,1
484661,2,41,31000.0,2
484770,6,63,35000.0,2
484771,1,1,1000.0,1
484776,1,58,50000.0,1
485001,24,618,476600.0,5
485112,1,13,13100.0,1
485115,1,41,38000.0,1
485226,2,70,60600.0,2
485334,1,1,2000.0,1
485441,1,36,38000.0,1
485446,1,64,38000.0,1
485771,1,27,20000.0,1
485774,1,25,22000.0,1
485775,1,50,30000.0,1
486001,8,130,98900.0,5
486003,1,21,30000.0,1
486111,2,57,43000.0,2
486117,1,1,1000.0,1
486221,1,11,10000.0,1
486223,1,65,30000.0,1
486226,1,27,15450.0,1
486331,1,1,1000.0,1
486340,1,60,38000.0,1
486448,1,25,22000.0,1
486553,6,54,31000.0,1
486661,1,58,38000.0,1
486882,2,55,42600.0,2
486885,1,48,30000.0,1
486886,4,79,64100.0,2
486887,1,61,33000.0,1
486889,4,104,96000.0,1
486890,1,49,39000.0,1
486892,1,17,10000.0,1
487001,3,133,131000.0,1
487118,1,50,30000.0,1
487551,1,28,22000.0,1
487730,1,100,98000.0,1
487770,1,15,10000.0,1
487881,1,62,38000.0,1
488441,1,24,20000.0,1
490001,18,558,323200.0,2
490006,9,244,162525.0,3
490009,3,68,30000.0,3
490015,1,60,30000.0,1
490020,5,249,146000.0,1
490021,4,157,91000.0,1
490022,1,79,38000.0,1
490023,14,514,305500.0,1
490024,4,220,138000.0,1
490025,2,138,68000.0,1
490026,11,216,117000.0,2
490036,2,111,60000.0,1
490042,7,240,166000.0,1
490043,1,1,2000.0,1
491001,34,1404,810199.0,2
491107,5,161,104000.0,2
491111,6,272,174000.0,1
491210,1,69,38000.0,1
491221,3,162,82000.0,1
491222,1,27,22000.0,1
491223,3,91,61000.0,1
491226,5,156,109999.0,1
491227,3,127,80000.0,1
491228,2,70,50000.0,1
491331,2,83,50000.0,1
491332,2,40,20000.0,1
491335,9,385,211975.0,2
491336,2,86,52000.0,1
491340,2,60,51000.0,1
491441,28,1248,733900.0,3
491445,2,110,63000.0,1
491559,1,40,20000.0,1
491661,3,96,51000.0,1
491665,1,61,33000.0,1
491881,4,150,84000.0,1
491885,1,48,30000.0,1
491993,3,111,80000.0,1
491995,8,255,154000.0,2
492001,287,10984,6466670.0,10
492002,2,100,68000.0,1
492003,5,153,79000.0,1
492004,39,732,450000.0,1
492005,1,6,4700.0,1
492006,3,107,73000.0,1
492007,1,1,1000.0,1
492008,10,423,236000.0,1
492009,6,68,59300.0,3
492010,5,74,45000.0,2
492011,2,35,25000.0,1
492012,1,1,1000.0,1
492013,16,491,259700.0,2
492014,1,1,2000.0,1
492015,19,823,442500.0,2
492020,1,65,33000.0,1
492099,10,516,272000.0,2
492101,5,62,53200.0,2
492109,1,49,30000.0,1
492335,2,70,48200.0,1
492889,1,8,0.0,1
493013,1,1,1000.0,1
493101,2,50,32000.0,1
493111,5,278,159000.0,1
493113,1,39,30000.0,1
493114,4,191,110500.0,1
493116,2,79,45000.0,1
493118,8,267,178300.0,1
493135,1,62,33000.0,1
493221,18,764,452500.0,2
493225,10,344,207200.0,2
493228,3,101,65000.0,1
493229,1,1,1000.0,1
493245,1,1,1000.0,1
493332,14,453,270200.0,2
493338,1,1,2000.0,1
493344,2,56,30000.0,1
493441,12,421,244000.0,1
493445,12,569,368100.0,1
493551,6,249,144000.0,1
493554,3,140,72000.0,1
493558,8,269,171400.0,2
493559,2,161,76000.0,1
493661,6,156,90000.0,2
493663,5,261,141000.0,1
493770,3,122,67100.0,2
493773,10,499,279200.0,2
493775,1,29,25200.0,1
493776,10,278,181500.0,2
493881,4,94,65500.0,1
493885,3,94,60000.0,1
493889,5,149,86000.0,1
493890,1,59,33000.0,1
493952,1,1,1000.0,1
493992,3,120,54000.0,1
494001,16,713,428700.0,2
494226,5,322,174000.0,1
494333,1,67,38000.0,1
494334,6,309,191000.0,1
494335,1,1,1000.0,1
494336,1,75,38000.0,1
494444,3,119,77200.0,2
494446,1,51,30000.0,1
494449,7,229,135100.0,3
494556,1,24,22000.0,1
494661,2,73,52000.0,1
494665,1,54,30000.0,1
494669,2,32,31000.0,1
494776,1,51,30000.0,1
495001,72,2197,1316100.0,14
495004,1,66,33000.0,1
495006,1,74,38000.0,1
495112,1,51,30000.0,1
495113,3,141,93000.0,1
495115,4,78,43000.0,3
495116,1,8,5000.0,1
495117,1,6,5000.0,1
495118,1,41,30000.0,1
495119,4,43,32200.0,3
495222,1,52,30000.0,1
495334,2,110,55000.0,1
495335,1,24,20000.0,1
495442,1,45,30000.0,1
495446,1,52,33000.0,1
495449,1,55,30000.0,1
495450,5,226,138000.0,1
495452,1,53,30000.0,1
495454,2,78,50000.0,1
495551,3,137,82000.0,1
495552,4,151,94000.0,1
495554,2,112,63000.0,1
495556,1,39,25000.0,1
495557,1,4,0.0,1
495661,1,53,30000.0,1
495668,3,126,63000.0,1
495671,7,315,157000.0,1
495674,1,41,32000.0,1
495684,1,2,1500.0,1
495688,2,88,60600.0,2
495689,3,172,101000.0,1
495692,1,45,30000.0,1
495695,1,71,33000.0,1
495773,1,15,12000.0,1
496001,12,443,241000.0,3
496100,1,1,2000.0,1
496107,1,1,1000.0,1
496113,2,108,63000.0,1
496118,1,31,20000.0,1
496223,1,84,38000.0,1
496224,1,9,8500.0,1
496225,2,82,42175.0,2
496227,1,7,0.0,1
496331,6,133,93400.0,3
496440,1,12,9000.0,1
496445,3,50,36000.0,1
496551,2,77,40000.0,1
497001,12,317,204800.0,4
497111,1,55,30000.0,1
497116,2,106,48000.0,1
497118,1,43,38000.0,1
497119,1,90,38000.0,1
497220,1,44,20000.0,1
497221,2,101,60000.0,1
497226,3,137,83000.0,2
497235,1,59,30000.0,1
497339,3,96,70000.0,1
497442,3,110,71500.0,1
497451,3,172,98000.0,1
497553,1,7,5000.0,1
497778,1,51,30000.0,1
498815,1,50,30000.0,1
500001,47,1313,844700.0,7
500002,139,3027,2061397.6600000001,3
500003,103,2340,1642138.0,3
500004,21,510,311081.0,3
500005,92,2413,1647756.0,3
500006,49,1190,776550.0,3
500007,8,290,182000.0,2
500008,107,2928,1857599.55,5
500009,9,325,174000.0,2
500010,52,1662,1230799.0,5
500011,24,766,514000.0,2
500012,49,1137,813406.0,3
500013,32,987,553399.66,3
500014,11,335,207500.0,2
500015,21,648,494292.0,2
500016,42,1189,803179.11,4
500017,11,386,264299.0,2
500018,90,2464,1688988.0,5
500019,38,917,616420.11,4
500020,19,652,355698.0,2
500022,1,52,27200.0,1
500023,32,1081,687239.0,3
500024,29,728,469200.71,2
500025,7,231,144300.0,3
500026,26,806,475639.0,5
500027,29,919,645300.0,2
500028,71,1805,1169198.1099999999,5
500029,27,864,563189.66,4
500030,31,797,488119.6,2
500031,4,67,37500.0,2
500032,71,1672,1214850.1,3
500033,318,4964,3488964.12,7
500034,42,1183,743000.0,3
500035,16,497,319700.0,2
500036,33,803,563399.11,4
500037,31,784,509100.33,3
500038,14,399,291700.0,2
500039,36,1133,698900.66,2
500040,13,588,312600.0,3
500041,2,41,37000.0,1
500042,1,44,33000.0,1
500043,11,274,238800.0,4
500044,11,269,192099.0,2
500045,13,463,306000.0,2
500046,5,108,65200.0,4
500047,19,684,422634.0,4
500048,37,967,697500.0,2
500049,76,1940,1252088.22,4
500050,18,465,332900.0,2
500051,4,139,123334.0,2
500052,18,486,314699.0,2
500053,49,1136,724089.0,2
500054,12,245,195700.0,2
500055,64,1908,1307000.1099999999,3
500056,12,434,265299.0,2
500057,2,72,44200.0,1
500058,13,420,256500.33000000002,2
500059,41,1155,755400.0,4
500060,10,278,187000.0,2
500061,13,418,337000.0,2
500062,28,862,539300.0,3
500063,1,15,10000.0,1
500064,34,1039,646000.0,3
500065,8,186,106700.0,2
500066,1,19,20300.0,1
500067,10,245,146200.0,2
500068,19,548,384590.0,3
500069,3,82,64900.0,2
500070,25,729,458599.11,4
500071,1,1,1000.0,1
500072,75,1738,1249465.31,7
500073,5,198,158800.0,1
500074,26,707,485650.11,2
500075,37,1225,865250.0,1
500076,23,742,578199.11,4
500077,6,189,128257.0,2
500078,8,206,127298.66,3
500079,11,377,241170.0,2
500080,11,239,159500.0,2
500081,37,838,657022.3,2
500082,15,367,239800.0,2
500083,11,464,331499.0,2
500084,65,2156,1445194.6600000001,3
500085,18,598,421000.0,2
500086,149,1997,1351233.0,1
500087,9,220,145399.0,2
500088,9,315,233438.0,3
500089,71,2210,1524797.0,3
500090,61,2176,1536330.04,4
500091,15,408,320900.0,2
500092,15,434,280400.0,3
500093,1,77,33000.0,1
500094,9,211,133879.53,2
500095,6,125,83000.0,2
500096,4,140,95400.0,1
500097,11,219,127800.0,2
500098,8,171,135600.0,3
500100,15,377,256600.0,2
500101,3,86,68000.0,1
500104,3,129,98920.0,2
500107,1,58,38000.0,1
500113,1,44,30000.0,1
500133,2,85,75100.0,1
500218,1,49,33000.0,1
500264,3,85,52700.0,2
500409,2,48,15000.0,1
500457,4,212,123688.0,1
500481,1,6,0.0,1
500602,1,87,38000.0,1
500901,1,25,24280.0,1
501101,8,356,207900.0,5
501102,1,66,38000.0,1
501106,1,58,33000.0,1
501141,9,263,179600.0,3
501158,1,11,8500.0,1
501203,5,227,144500.0,1
501218,26,1032,646894.0,2
501219,1,50,30000.0,1
501301,6,226,127600.0,2
501359,6,239,119333.0,2
501401,24,766,544400.0,4
501501,3,107,76400.0,1
501503,2,16,12000.0,1
501504,2,92,55000.0,1
501505,11,245,151800.0,2
501506,1,8,7500.0,1
501508,2,38,28500.0,2
501510,7,307,188700.0,2
501511,2,21,19000.0,1
501512,1,51,30000.0,1
502001,12,405,267200.0,2
502030,1,2,2100.0,1
502032,49,1230,797880.0,4
502033,1,75,38000.0,1
502100,1,75,38000.0,1
502101,1,66,33000.0,1
502102,1,18,11000.0,1
502103,2,43,58000.0,2
502110,3,114,77700.0,2
502205,1,64,38000.0,1
502220,7,240,178800.0,2
502228,4,102,79239.0,1
502246,1,61,38000.0,1
502278,2,43,39000.0,2
502285,3,86,49600.0,1
502291,7,265,155900.0,2
502300,8,251,168812.0,1
502301,2,80,38000.0,1
502303,1,1,1000.0,1
502307,12,261,156800.0,2
502311,1,25,20000.0,1
502313,3,126,86900.0,2
502319,31,1007,680401.26,5
502324,1,18,19600.0,1
502325,12,286,222444.0,3
502334,1,72,56200.0,1
502336,1,10,10000.0,1
502345,2,44,34000.0,2
503001,21,596,380300.0,2
503002,6,397,236000.0,2
503003,1,34,38000.0,1
503032,1,67,33000.0,1
503111,6,227,160200.0,3
503122,2,21,11700.0,2
503180,1,99,38000.0,1
503185,1,19,16940.0,1
503201,1,69,38000.0,1
503212,1,29,23800.0,1
503224,1,34,33000.0,1
503245,1,1,1000.0,1
503307,1,69,38000.0,1
503309,1,95,45000.0,1
503377,1,32,20000.0,1
504001,11,246,181800.0,3
504103,3,129,76300.0,2
504106,6,211,126000.0,2
504208,2,96,66000.0,1
504296,4,96,60800.33,2
504302,1,25,1000.0,1
504311,1,14,11000.0,1
504313,1,11,10000.0,1
505001,10,186,142198.0,2
505183,1,10,10000.0,1
505184,2,84,34000.0,1
505201,1,39,22000.0,1
505208,1,52,30000.0,1
505209,3,115,68000.0,2
505212,1,1,774.0,1
505213,1,53,30000.0,1
505215,2,63,40000.0,2
505288,1,1,2000.0,1
505301,2,46,31000.0,1
505325,1,24,22200.0,1
505326,1,75,38000.0,1
505327,2,121,79500.0,2
505403,1,6,0.0,1
505504,2,52,53000.0,1
505531,1,49,30000.0,1
506001,12,383,258400.0,2
506002,10,373,254300.0,2
506007,1,75,38000.0,1
506101,1,60,30000.0,1
506163,2,81,50000.0,2
506175,2,33,19000.0,1
506343,1,17,10000.0,1
506367,1,10,11000.0,1
507001,2,50,35000.0,2
507002,2,93,63000.0,2
507003,1,6,700.0,1
507101,1,53,41500.0,1
507116,1,52,33000.0,1
507117,1,41,30000.0,1
507123,1,18,10000.0,1
507163,1,31,20000.0,1
507165,1,28,20000.0,1
507203,1,67,38000.0,1
508001,2,121,60000.0,1
508101,4,102,82000.0,2
508113,1,49,30000.0,1
508116,6,297,186700.0,2
508126,1,42,30000.0,1
508202,1,10,7500.0,1
508206,2,37,21700.0,1
508207,2,28,23000.0,2
508213,6,96,72400.0,4
508224,1,1,0.0,1
508233,1,26,20000.0,1
508243,1,24,21200.0,1
508252,3,86,50000.0,1
508254,1,41,30100.0,1
508261,1,57,30000.0,1
508277,1,14,0.0,1
508373,1,1,1000.0,1
509001,15,452,322400.0,2
509102,1,53,30000.0,1
509103,1,20,18000.0,1
509110,1,39,34200.0,1
509125,1,40,20000.0,1
509127,1,35,30200.0,1
509128,1,1,1000.0,1
509129,1,51,44100.0,1
509133,1,76,38000.0,1
509202,2,116,63000.0,2
509207,2,91,44400.0,2
509210,1,21,20000.0,1
509216,12,307,217900.0,2
509217,1,4,0.0,1
509301,4,180,121300.0,2
509302,2,83,53000.0,1
509338,1,22,18700.0,1
509339,1,72,38000.0,1
509340,2,4,3200.0,1
509351,1,55,30000.0,1
509352,1,34,20000.0,1
509375,1,9,8600.0,1
509382,1,25,0.0,1
509401,1,64,30000.0,1
509501,1,2,2400.0,1
511033,1,2,1000.0,1
515001,3,110,83901.0,2
515110,1,48,30000.0,1
515134,1,52,33000.0,1
515201,4,82,71100.0,2
515211,1,21,13500.0,1
515212,1,50,30000.0,1
515301,1,1,700.0,1
515402,1,45,30000.0,1
515405,1,17,15700.0,1
515511,1,21,22000.0,1
515551,1,69,52890.0,1
515577,1,22,20000.0,1
515671,1,16,10844.0,1
515801,3,126,80000.0,2
515865,2,76,41000.0,1
515868,1,28,20000.0,1
516001,2,114,66000.0,2
516002,1,56,30000.0,1
516150,2,23,15600.0,1
516172,1,29,19300.0,1
516269,4,162,72000.0,3
516360,1,41,39500.0,1
517001,6,223,124700.0,4
517002,2,106,54000.0,2
517004,1,16,10500.0,1
517128,1,21,17900.0,1
517247,2,39,32000.0,1
517325,2,89,67800.0,2
517408,3,71,70183.0,1
517424,3,19,13700.0,1
517501,1,57,30000.0,1
517503,1,1,0.0,1
517507,2,82,58040.0,1
517551,1,49,38000.0,1
517583,1,40,1000.0,1
517588,1,25,18000.0,1
517591,1,11,0.0,1
517641,1,43,30000.0,1
517643,1,19,16700.0,1
517644,1,1,0.0,1
518001,3,46,37163.0,2
518002,2,34,27900.0,2
518003,2,45,41000.0,1
518345,1,74,45000.0,1
518385,1,51,30000.0,1
518501,3,131,85200.0,2
519001,1,1,1000.0,1
521111,1,17,10000.0,1
521134,1,41,30000.0,1
521225,1,1,0.0,1
521421,1,1,1000.0,1
522001,3,32,20000.0,2
522034,1,47,37600.0,1
522124,1,7,0.0,1
522330,1,4,700.0,1
522403,1,57,38000.0,1
523001,1,8,4900.0,1
523200,1,1,1000.0,1
523301,1,24,26100.1,1
524001,3,97,73000.0,2
524101,2,88,60000.0,2
524121,2,99,53000.0,1
524132,1,17,17400.0,1
530001,5,72,55800.0,3
530007,3,76,61699.0,2
530008,2,89,50000.0,2
530009,1,28,18000.0,1
530011,2,88,65300.0,2
530016,1,28,22200.0,1
530018,1,2,1.0,1
530022,1,32,0.0,1
530023,1,9,8500.0,1
530026,1,52,33000.0,1
530027,4,62,36000.0,1
530031,1,78,38000.0,1
530032,1,39,32300.0,1
530045,2,20,20500.0,2
530046,3,29,23200.0,3
530068,3,20,15700.0,3
531001,1,47,30700.0,1
531173,2,21,20000.0,2
532001,1,55,30000.0,1
532243,1,16,10500.0,1
533101,1,30,20000.0,1
533126,1,45,30000.0,1
533201,1,27,20800.0,1
533256,1,24,18000.0,1
533307,1,52,30000.0,1
534001,1,24,30000.0,1
534320,1,84,56000.0,1
534416,1,58,30000.0,1
535004,1,27,20000.0,1
535218,1,96,73140.0,1
541124,1,1,2000.0,1
542137,1,1,0.0,1
546005,1,1,0.0,1
550066,2,31,20000.0,2
560001,53,995,696700.0,14
560002,36,960,723284.0,9
560003,11,204,180700.0,2
560004,43,1304,948667.0,4
560005,10,361,263600.0,3
560006,9,211,116500.0,4
560007,3,27,27300.0,3
560008,30,823,592987.2,4
560009,8,237,172400.0,3
560010,49,1327,942118.0,3
560011,22,511,425560.0,1
560012,2,10,9500.0,1
560013,10,222,197033.0,4
560014,3,71,58000.0,2
560015,8,230,179600.0,3
560016,138,4071,2625254.0,8
560017,47,1147,770237.0,5
560018,15,371,257000.0,3
560019,10,235,173100.0,2
560020,11,366,297167.0,2
560021,14,401,266827.0,3
560022,25,878,642189.0,4
560023,21,534,404197.0,3
560024,35,1003,732010.0,3
560025,8,196,172700.0,2
560026,66,1843,1222050.0,7
560027,22,423,345857.0,1
560028,10,197,149000.0,4
560029,51,1480,999800.0,6
560030,27,636,532502.0,3
560032,104,2650,1915384.0,6
560033,14,442,288051.0,3
560034,41,795,639467.0,5
560035,93,2602,1862930.0,5
560036,113,3069,2015477.0,8
560037,219,6910,4477490.0,13
560038,34,991,686800.0,5
560039,12,299,188350.0,2
560040,59,1451,1068316.0,5
560041,30,523,372101.0,2
560042,9,198,155067.0,3
560043,245,6821,4777001.0,11
560044,2,61,39000.0,2
560045,92,2286,1557859.0,4
560046,11,350,239400.0,5
560047,55,1466,1132134.0,5
560048,109,3423,2356635.0,8
560049,125,3929,2722310.0,5
560050,27,921,675486.0,3
560051,20,509,378750.0,3
560052,7,199,129100.0,3
560053,16,384,308033.0,2
560054,28,897,603716.0,4
560055,8,69,37900.0,2
560056,36,1202,933011.0,3
560057,33,928,665280.0,4
560058,49,1128,809532.0,6
560059,12,365,279334.0,2
560060,61,1715,1244319.0,4
560061,80,2314,1809198.0,2
560062,63,1745,1309488.0,4
560063,14,377,271000.0,3
560064,115,3478,2534228.0,7
560065,6,124,107184.0,2
560066,303,7303,4789410.0,9
560067,185,5924,3682792.0,10
560068,355,8238,6032246.0,10
560069,5,106,81000.0,1
560070,27,883,687555.0,2
560071,12,213,170357.0,4
560072,46,1307,916435.0,6
560073,41,1064,745000.0,3
560074,10,159,104900.0,2
560075,37,1120,773905.0,3
560076,211,5416,4069218.34,8
560077,94,2588,1787486.0,11
560078,459,8374,6182994.0,9
560079,69,1952,1284295.0,3
560080,1,59,33000.0,1
560081,4,94,49000.0,1
560082,10,437,324077.0,1
560083,52,1323,1044777.0,1
560084,26,769,552200.0,3
560085,37,1161,807517.0,2
560086,29,557,417987.0,4
560087,222,5435,3509411.0,5
560088,2,2,2000.0,2
560089,2,63,37700.0,1
560090,19,450,315980.0,2
560091,57,1859,1339160.0,4
560092,37,1127,846713.0,5
560093,48,1601,1115273.0,7
560094,31,803,622130.0,4
560095,13,199,159400.0,2
560096,21,437,326500.0,3
560097,45,1284,951801.0,4
560098,51,1044,877128.0,3
560099,92,3049,2235811.0,4
560100,222,5950,4521043.0,11
560101,2,57,46200.0,1
560102,96,2141,1713867.0,6
560103,94,2378,1658318.0,10
560104,3,103,71800.0,1
560105,58,1363,1025338.0,5
560108,10,204,142000.0,1
560109,10,261,213588.0,1
560110,4,240,145500.0,1
560113,1,14,10000.0,1
560114,2,52,37700.0,1
560115,1,68,33500.0,1
560119,2,38,30000.0,2
560122,1,8,5000.0,1
560201,2,75,68000.0,2
560251,1,1,2000.0,1
560300,3,16,10000.0,3
560307,1,1,0.0,1
560512,1,1,2000.0,1
560780,1,1,0.0,1
561012,1,6,4500.0,1
561025,2,2,2000.0,1
561101,1,19,16000.0,1
561110,1,7,0.0,1
561114,1,1,1000.0,1
561202,1,69,33000.0,1
561203,13,335,237544.0,4
561204,1,25,22000.0,1
561206,1,41,37300.0,1
561207,3,129,88000.0,2
561208,2,50,29000.0,2
561210,2,63,53000.0,1
561211,1,71,51000.0,1
562100,1,15,10000.0,1
562101,18,462,325500.0,4
562102,3,87,65100.0,2
562103,2,82,51000.0,1
562105,2,60,40000.0,1
562106,25,839,609286.0,2
562107,27,817,574001.0,4
562108,2,33,25000.0,1
562109,10,263,180700.0,2
562110,21,577,416207.0,3
562111,10,248,184150.0,4
562112,11,272,215000.0,2
562114,37,1019,625000.0,3
562116,1,52,33000.0,1
562117,10,247,195351.0,1
562119,1,26,21000.0,1
562120,3,75,50800.0,1
562121,1,14,10000.0,1
562122,3,149,77000.0,1
562123,24,418,322500.0,5
562125,88,2666,1850945.0,7
562126,2,50,45600.0,1
562129,4,157,109300.0,1
562130,8,244,172488.0,3
562132,4,118,91100.0,4
562135,11,272,173000.0,3
562138,1,60,33000.0,1
562149,16,653,464900.0,3
562157,9,244,170400.0,4
562159,9,261,196050.0,4
562160,8,262,170000.0,2
562162,3,81,51200.0,2
562164,1,2,3400.0,1
562701,1,53,33000.0,1
562991,1,60,38000.0,1
563000,1,16,12200.0,1
563031,2,62,52000.0,1
563101,30,881,589827.0,5
563102,5,16,2000.0,1
563103,2,73,43000.0,1
563113,1,21,20000.0,1
563114,1,51,40400.0,1
563115,3,52,35600.0,3
563116,2,20,18700.0,2
563120,1,25,20000.0,1
563121,1,32,28800.0,1
563122,3,169,101000.0,2
563124,1,1,1000.0,1
563125,3,139,103400.0,2
563127,2,65,79195.0,2
563128,3,98,67020.0,2
563130,20,502,314200.0,2
563131,4,135,92918.0,2
563132,1,1,1000.0,1
563133,7,167,108700.0,2
563135,1,45,30000.0,1
563137,1,43,34000.0,1
563157,1,67,33000.0,1
563160,1,17,10000.0,1
563161,1,77,34900.0,1
565852,1,1,2000.0,1
566012,1,47,30000.0,1
566066,1,23,22000.0,1
566087,1,1,1000.0,1
566639,1,21,20000.0,1
570001,17,351,233800.0,3
570002,6,286,181900.0,3
570003,1,52,38000.0,1
570004,6,213,123000.0,2
570005,1,1,1000.0,1
570006,1,21,10000.0,1
570007,14,414,268000.0,2
570008,18,669,431100.0,2
570009,9,314,215502.0,3
570010,2,64,40000.0,1
570011,7,240,159400.0,2
570012,10,253,188900.0,1
570015,3,118,69000.0,1
570016,19,719,435100.0,3
570017,16,454,293400.0,3
570018,12,440,271000.0,2
570019,25,797,509700.0,3
570021,5,163,108000.0,1
570022,7,307,169000.0,1
570023,20,643,403100.0,2
570025,3,78,49200.0,2
570026,4,61,46980.0,2
570027,1,3,900.0,1
570028,12,291,185900.0,2
570029,4,120,82555.0,2
570030,1,25,20000.0,1
570031,2,15,11500.0,2
570032,1,46,30000.0,1
570072,1,48,30000.0,1
570073,1,39,19000.0,1
570118,1,1,1000.0,1
571071,1,5,5000.0,1
571101,1,51,30000.0,1
571104,1,41,21000.0,1
571105,7,144,101740.0,2
571106,1,66,38000.0,1
571107,3,112,71600.0,2
571108,2,134,76000.0,1
571109,1,48,30000.0,1
571111,5,234,146000.0,1
571114,2,114,60000.0,1
571117,1,1,1000.0,1
571121,3,119,80000.0,1
571123,3,113,69000.0,1
571124,5,190,137000.0,1
571125,3,99,68000.0,1
571126,1,48,30000.0,1
571127,1,28,22000.0,1
571128,1,1,700.0,1
571129,2,56,33000.0,2
571130,1,51,30000.0,1
571133,1,21,22000.0,1
571134,1,49,38000.0,1
571187,1,53,30000.0,1
571201,2,36,31000.0,1
571213,1,51,46300.0,1
571218,2,68,50000.0,1
571232,1,46,34000.0,1
571234,6,110,83000.0,2
571247,2,26,33500.0,2
571251,1,1,2000.0,1
571253,2,97,60000.0,1
571301,9,352,204000.0,3
571311,1,59,30000.0,1
571313,4,129,84000.0,1
571314,2,86,55800.0,2
571315,1,1,2000.0,1
571401,32,884,621500.0,5
571402,1,27,10000.0,1
571403,1,14,10500.0,1
571415,2,54,41000.0,1
571418,1,18,13500.0,1
571421,2,132,76000.0,1
571422,1,18,15700.0,1
571423,1,61,30000.0,1
571424,2,89,60000.0,1
571426,9,376,225000.0,1
571427,1,4,0.0,1
571428,11,292,207844.0,5
571430,4,86,71000.0,2
571431,1,56,38000.0,1
571434,6,201,154000.0,2
571438,1,45,30000.0,1
571439,2,49,35500.0,1
571440,7,217,127500.0,2
571442,2,48,41300.0,2
571444,1,40,21000.0,1
571445,1,48,38000.0,1
571490,1,1,1000.0,1
571602,1,1,1000.0,1
571605,1,9,10000.0,1
571606,1,47,30000.0,1
571607,1,50,30000.0,1
572101,10,90,58100.0,2
572102,8,218,146600.0,4
572103,1,19,17500.0,1
572104,3,135,67900.0,2
572105,1,14,10000.0,1
572106,3,73,58400.0,2
572107,3,51,37000.0,2
572120,1,47,40900.0,1
572121,1,49,38000.0,1
572123,1,34,30000.0,1
572128,1,73,38000.0,1
572130,3,124,83800.0,1
572132,1,21,21000.0,1
572135,1,45,30000.0,1
572137,1,11,10000.0,1
572142,1,24,21000.0,1
572175,1,12,11000.0,1
572201,3,148,100200.0,1
572211,1,39,30000.0,1
572215,1,42,30000.0,1
572216,1,43,30000.0,1
572218,6,72,47500.0,4
572221,2,36,22700.0,1
572222,1,14,14000.0,1
572223,1,9,11500.0,1
572227,3,119,87300.0,2
573101,1,1,2000.0,1
573102,4,50,44000.0,2
573115,5,154,116400.0,3
573116,2,19,14500.0,2
573119,1,23,18000.0,1
573121,1,9,10000.0,1
573130,2,148,83000.0,2
573134,1,68,34200.0,1
573150,1,11,11000.0,1
573201,17,634,438100.0,3
573211,6,233,158000.0,1
573217,1,22,17400.0,1
573225,1,47,30000.0,1
574104,1,27,15000.0,1
574105,1,6,3900.0,1
574142,3,99,67800.0,3
574148,1,55,38000.0,1
574153,1,19,20000.0,1
574201,1,28,32000.0,1
574202,1,11,8500.0,1
574212,1,46,30000.0,1
574220,1,14,20000.0,1
